,Tweet
120,"""ชำนาญ​ จันทร์​เรือง"" ตั้ง​คำ​ถาม​แหลมคม​แทงใจ""ไอ้​เหี้ย​ กรุง​ศรีวิไล​ สุ​ทิน​เผือก"" ที่ก้มลงกราบตีน""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร"" Cr.เมือง​ไทย​ใน​กะลา​ #กรุงศรีวิไล​ #กราบตีน #ประวิตรไปตาย​ #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน "
121,@PavinKyoto @MsMingQuan ไอ้เหี้ยป้อม...จบจากไหนมาก็รับเงินเดือนเท่ากันตอนเข้างาน
122,"บันทึก​ไว้​เป็น​ต​ำ​นาน​ ""ไอ้​เหี้ย​ กรุงศรีวิไล​ สุ​ทิน​เผือก""กมกราบตีน""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร"" ต้องหน้าด้านและเลวเท่าไหร่ถึงทำได้แบบนี้.. ฆ​วย​ Cr.สื่อ​เถื่อน​ #กรุงศรีวิไล #ประวิตรไปตาย​ #รัฐบาล​ส้นตี​นค​นเชีย​ร์ก็​ส้นตีน "
123,"เด็กแม่ง ฉลาดกว่า ไอ้เหี้ยป้อม ไอ้เหี้ยตู่อีก
#ส่องทวิตยามเช้า "
124,"
ประเทศเหี้ยนี่ มาถึงวันที่หมาผู้ทรงเกียจถูกลากไส้ด้วย กล้วย/ /งูเห่า/ฝากเลี้ยง/เงินยืม แบบหน้าด้านๆ
ไอ้พรรคเหี้ยๆ ที่เห่าต่อต้านเผด็จการ แต่หนุนไอ้โง่ ตอแหลว่ามาจากการเลือกตั้ง มึงเอาหน้าไปมุดตูดหมานะ
ไอ้ป้อมชี้หน้าคนที่มึงหนุน เป็นคนปฏิวัติอย่างภาคภูมิใจ"
125,เอาจริง สส.กลัวเหี้ยไรไอ้ป้อมวะ เหี้ยนี่แม่งเหี้ยพอๆกะไอ้ตู่เลยนะ แถมใกล้ตายห่าละ เดินขัดขาให้แม่งล้มก็ตายละมั้ง
126,เออนะ ไอ้เหี้ยป้อม
127,มีคนบอกบ๊วยหน้าเหมือนป้อม ไอ้เหี้ย กุไม่ไหวแล้ส55555555555555555555 หนูรันมึงมาดูที
128,"ฟัง​กัน​ชัด​ๆ.. ""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""ชี้เป้าจะๆ""ไอ้​เหี้ย​ตู่​ เผด็จการ​อัปรีย์​จัญไร""เป็น​คนทำรัฐประหาร​ Cr.เจ้าของ​คลิป
#อภิปรายไม่ไว้วางใจ #ประยุทธ์ออกไป #รัฐบาลขายชาติ​ #รัฐบาล​ส้นตีน​คน​เชีย​ร์ก็​ส้นตีน "
129,@KhaosodOnline มึงนั่นแหล่ะไอ้เหี้ยป้อมที่วางแผน ประยุทธ์คนเดียวทำไม่ได้หรอกไอ้สัตว์ไม่รู้ส้นตีนอะไรของมึง-มึงมามีตำแหน่งการเมืองได้ยังไงถ้าไม่วางแผนไว้หลังปฎิวัติ..พวกมึงมันโคตรหน้าด้านเลยตอแหลไปจนวันตาย
130,เมื่อไหร่คนอย่างไอ้เหี้ยตู่เหี้ยป้อมนี่จะตายตกไปซักที
131,@noong_pum เหี้ยไปอีกคือไอ้ตู่ยกมือรับกับไอ้ป้อม
132,นั่งดูอภิปราย ตอนไอ้ป้อม พูดแล้วชี้ ไปที่ไอ้ตู่ บอก นี้คนปฏิวัติ แล้วในสภา หัวเราะกัน เฮฮา ... ไอ้สัส ที่ หัวเราะกันเนี่ยตลกมากหรอ ไอ้เหี้ย กูไม่ขำด้วย ชิบหายกันขนาดนี้ ทำมาเป็นขำตลกโปกฮา ยม. #อภิปรายไม่ไว้วางใจ65
133,"""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""แถอุตลุด​สมรู้ร่วมคิด​มึงก็คือโจรว่ะ.. ถุยส์​ไอ้​หน้าเหี้ย​ Cr.เมือง​ไทย​ใน​กะลา
#ประยุทธ์ออกไป #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน #อภิปรายไม่ไว้วางใจ "
134,"อ้าวเหี้ยละไอ้ป้อม โยนขี้ให้เพื่อนซะงั้น
#อภิปรายไม่ไว้วางใจ "
135,ควยไรวะเนี่ย ไอ้เหี้ยป้อม 
136,ไอ้เหี้ยตลกกก ป้อมหยิกหลังตู่ทำไม55555555555555555555555
137,@kamphaka เหี้ยจริงไร จริง ไอ้แป๊ะป้อม
138,อีป้อมตบหน้าไอ้เหี้ยตู่แรงมาก #อภิปรายไม่ไว้วางใจ65
139,อ้าว ไอ้พี่เหี้ย เอาตัวรอเลยนะไอ้ป้อม #อภิปรายไม่ไว้วางใจ65
140,ป้อมยอมรับกับปากตัวเองเลยค่า บอกว่าตู่เป็นคนปฏิวัติ ไอ้เหี้ย 555555555 #อภิปรายไม่ไว้วางใจ
141,"ตอนนี้ก้าวไกลกำลังพูดเรื่องนาฬิกาเหี้ยป้อม
กูว่าก้าวไกลเลอะเทอะว่ะ เข้าใจนะว่าจะปูเรื่องเหตุผล แต่มันเยอะไปจนไม่เข้าประเด็นหลักว่าไอ้เหี้ยป้อมมันผิดยังไง"
142,ป้อมแตกก้โทดป่า เดินไปตายก้โทดป่า คิลไม่ได้ก้โทดป่า ไม่ดันป้อมก้โทดป่า ไม่เอามังกรก้โทดป่า เดินไปตายก้โทดป่า เงินตามก้โทดป่า เชี่ยไรก้โทดป่า กุพึ่งฟามได้เวลสี่ มึงบ้าป่าวไอชาย มังกรมึงก้ตีเองได้ไอ้เหี้ย ต้องรอกุทุกอย่างเลยมั้ง ควยแม่เยด
143,แต่อาหารตามสั่งปาไป 50-60บ. ไอ้เหี้ยโอไมคร่อน อีเหี้ยหนู อีเหี้ยตู่ อีเหี้ยป้อม กุโขดมากนะ
144,แวนก้าดแม่งทำกุชนะอีกละ ไอ้เหี้ยค่อดงง แบบ ไอ้ตัวเวนนี่ถ้าสมมติมันได้เข้าไปในเลนที่แตกแบบทุกป้อมแล้ว สิ่งที่มันจะตีคือป้อมเลย ไม่ใช่ครีป ไม่เหมือนเวลาครีปเข้า อันนั้นจะตีครีปฝ่ายตรงข้ามก่อน โคตรโกง กุว่าawcหรือrplอาจจะได้เห็นโมเม้นเกือบป้อมแตกเพราะแวนก้าด5555555
145,เล่นเอวสุไม่เปิดป่าให้เลย วางอันนั้นกับป้อมเพื่อ ไอ้เหี้ยแพ้
146,บ้านไหนมีเฮี้ยนๆแบบนี้ฝากไหว้แล้วฝากบอกว่าไปจัดการไอ้เหี้ยตู่กับไอ้ป้อมแล้วก็ไอ้เจ้าในวังด้วย มันตายห่ากันหมดเมื่อไหร่จะระดมทุนจัดชุดใหญ่ให้อีกรอบเลย 
147,@tanawatofficial ถ้าอย่างไอ้เหี้ยป้อมหล่อ โลกนี้ก็ไม่มีผีแล้วว่ะ ไอ้สัส!!! หลอน
148,"""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""มาเยือนเมืองชลบุรี​แบบจ้างมาเหมือน​เดิมกระจอกว่ะ​ Cr.เจ้าของ​ภาพ​ 
ถ้าคิดว่าแน่ยุบสภาเลยวัดกันสักตั้งอย่าดีแต่เห่าหอน​ว่ะ.. ถุยส์​ไอ้​หน้าเหี้ย​  #พรรคพลังประชาโจร​ สักคนเดียว​ #ประวิตร​ไปตาย​ #รัฐบาล​ส้นตี​น "
149,อีควาย เกมให้ตีป้อมเเต่พวกมึงไม่ตีป้อม มันจะชนะมั้ยล่ะไอ้เหี้ย เป็นไงล่ะ ดาวลดฮวบๆ
150,@JiTKnight ผมให้ไม่เกินสามวัน ไอ้เหี้ยป้อมตาย ไอ้เหี้ยตู่ป่วย 
151,ไอ้เหี้ย นั่งตีป้อมลืมทำคณิต
152,"ใจเย็นครับ การที่จะให้ไปเลียนแบบชัชชาติแบบนั้นชาติทหารแบบเขาก็ไม่ทำหรอก นั่นที่1ในรุ่นนะ

 ส่วนไอ้เหี้ยป้อม(ชื่อที่เพื่อนเรียก)ไปเยี่ยวยังให้คนอุ้มเลยนะ  5555555 "
153,คนอย่างไอ้เหี้ยตู่ ไอ้เหี้ยป้อม รวมถึงไอเหี้ยโอ ตายเลยมันไม่สาสม ต้องอยู่ทรมานไปนานๆ โดยเฉพาะลูกพี่มัน
154,@cnew888 ขอให้ #ไอ้เหี้ยตู่ กับ #ไอ้เหี้ยป้อม โดนลอบฆ่าลอบสังหารด้วยสักที!!!
155,@Lucky9575 @xuxixux39939343 @Lucky_9575 อย่าลืมนะ คดีตม. นกม.รัฐบาล เกี่ยว 100% พี่ชายไอ้ปอ . จะไปตีมึนโหวตให้ลุง เรายอมหรอ คนที่เก็บกล้องไม่ช่วย ไม่ให้กล้องรฐาภา คือ คนของไอ้เหี้ยป้อมนะ  ไม่ได้โยงนะ มันชั่ว จนเกินจะอธิบาย พรมมันปริออก จะระเบิดแล้ว
156,"วางอาก้าลง ถ้าไม่อยากแดกสามช่ากู
ยืนเรียงกันสามนัวแบบนี้ 

กูยิงทิ้งแบบ ป้อม ป๊อก ตู่ เลยนะไอ้เหี้ย !"
157,เกิดเป็นแครี่ถ้าไม่ทำตัวหัวควยเกินไปยังไงก็ไม่โดนด่า ยืนอยู่ในป้อมเฉยๆกุยังไม่โกรธเท่าเดิมแหลมออกไปให้เขาคิลเล่นเลยไอ้เหี้ย 
158,@duangtip_TPBS เตี้ยขนาดนี้ยังพยายามโหน ไอ้เหี้ยป้อม..
159,ขอบคุณไอ้เหี้ยป้อม 5555 
160,"@9yKJuZnv37r4EAm @ergosum75005 ประชาชนไทยช่วยกันเรียกชื่อ คนพวกนี้ด้วยกัน
ประยุทธ์  อัปรีย์จัญไรเลวบัดซบตู่
สว = สวะ
ประวิตร = ไอ้เหี้ยป้อม
ตำรวจ = เหี้ย
ทหาร = อัปรีย์จัญไร
ข้าราชการ = ปรสิต
เจ้าสัว = ไอ้สัส
ผบ เหล่าทัพ = ไอ้อัปรีย์จัญไร
คนแก่เลว ๆ กกปส ข้าราชการเกษียณ ถ้าเจออย่าไหว้ ตบกระบาล
#tonywoodsome"
161,"@chotinat2517 ประชาชนไทยช่วยกันเรียกชื่อ คนพวกนี้ด้วยกัน
ประยุทธ์ = อัปรีย์จัญไรเลวบัดซบตู่
สว = สวะ
ประวิตร = ไอ้เหี้ยป้อม
ตำรวจ = เหี้ย
ทหาร = อัปรีย์จัญไร
ข้าราชการ = ปรสิต
เจ้าสัว = ไอ้สัส
ผบ เหล่าทัพ = ไอ้อัปรีย์จัญไร
คนแก่เลว ๆ กกปส ข้าราชการเกษียณ ถ้าเจออย่าไหว้ ตบกระบาล
#tonywoodsome"
162,"@theeraphon008 ประชาชนไทยช่วยกันเรียกชื่อ คนพวกนี้ด้วยกัน
ประยุทธ์ = อัปรีย์จัญไรเลวบัดซบตู่
สว = สวะ
ประวิตร = ไอ้เหี้ยป้อม
ตำรวจ = เหี้ย
ทหาร = อัปรีย์จัญไร
ข้าราชการ = ปรสิต
เจ้าสัว = ไอ้สัส
ผบ เหล่าทัพ = ไอ้อัปรีย์จัญไร
คนแก่เลว ๆ กกปส ข้าราชการเกษียณ ถ้าเจออย่าไหว้ ตบกระบาล
#tonywoodsome"
163,"@hi9k8oct4MKxuRr @viewclub ประชาชนไทยช่วยกันเรียกชื่อ คนพวกนี้ด้วยกัน
ประยุทธ์ = อัปรีย์จัญไรเลวบัดซบตู่
สว = สวะ
ประวิตร = ไอ้เหี้ยป้อม
ตำรวจ = เหี้ย
ทหาร = อัปรีย์จัญไร
ข้าราชการ = ปรสิต
เจ้าสัว = ไอ้สัส
ผบ เหล่าทัพ = ไอ้อัปรีย์จัญไร
คนแก่เลว ๆ กกปส ข้าราชการเกษียณ ถ้าเจออย่าไหว้ ตบกระบาล
#tonywoodsome"
164,@madmax68176958 ลาดกระบังชิงลาออกแต่ให้ลูกหมาของไอ้ป้อมเข้าไปเคลียร์ถ้าไม่เหี้ยจริงแล้วใช่ทหารเข้าไปคุยทำไม...
165,"ประชาชนไทยช่วยกันเรียกชื่อ คนพวกนี้ด้วยกัน
ประยุทธ์ = อัปรีย์จัญไรเลวบัดซบตู่
สว = สวะ
ประวิตร = ไอ้เหี้ยป้อม
ตำรวจ = เหี้ย
ทหาร = อัปรีย์จัญไร
ข้าราชการ = ปรสิต
เจ้าสัว = ไอ้สัส
ผบ เหล่าทัพ = ไอ้อัปรีย์จัญไร
คนแก่เลว ๆ กกปส ข้าราชการเกษียณ ถ้าเจออย่าไหว้ ตบกระบาล
#tonywoodsome"
166,@shutup2557 พีอาร์ คล้ายๆหนังอาร์นะ ไอ้เหี้ยป้อม
167,"""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""ขยับตัว​นิดหน่อย​หมาขี้เรื้อน​ของ​เผด็จการ​ออกมา​ขานรับทันควัน.. ถุยส์​ไอ้​หน้าเหี้ย​  Cr.เจ้าของ​ภาพ​ #ประวิตรออกไป #ประยุทธ์ออกไป #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน
แน่จริงยุบสภา​เลือกตั้ง​ใหม่​ไปเลย​กล้า​ๆ​หน่อย​.. อย่าดี​แต่​เห่าหอน "
168,"""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""แพล่มไปเรื่อยแน่จริงยุบสภา​เลือกตั้ง​ใหม่ไปเลย​ กล้าๆหน่อยไม่ใช่เห่าหอน​แบบทุกวันนี้.. ถุยส์​ไอ้​หน้าเหี้ย​นาย​พล​กองทัพ​บก​ไทย​ #ประวิตรไปตาย​ #ประวิตรออกไป #นายพลทหารบกไทยเหี้ย #รัฐบาลส้นตีนคนเชีย​ร์ก็​ส้นตีน "
169,"@yamyummy ขอให้ ""ไอ้เหี้ยตู่ - ประยุทธ์, ไอ้เหี้ยป้อม - ประวิตร, ไอ้เหี้ยหนู - อนุทิน"" ตายเร็วๆ ไวๆ"
170,ไอ้เหี้ยหนูแล้ว จุรินทรีแล้ว ป้อมกับตู่ขอให้ลงปอดแม่งทั้งคู่ สู้เขานะโควิด #อนุทิน
171,"""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""ขี้ไม่สุดยกหางตัวเอง​และ​พรรค​อุตลุด​ นายทหาร​ไทย​ใจ​หี​มด​ทุกตัวจ้างคนมาต้อนรับทำฆวยอะไร.. ถุยส์​ไอ้​หน้าเหี้ย​  Cr.เจ้าของ​ภาพ​ #ประวิตรไปตาย #ประวิตรออกไป #รัฐบาล​ส้นตี​นค​นเชีย​ร์ก็​ส้นตีน "
172,"เมื่อไหร่คนเราจะเลิกคิดว่า เค้ารวยขนาดนี้แล้ว เค้าไม่ได้มาหวังกอบโกยหรอก ไอ้เหี้ยมึงไปดูไอ้ตู่ไอ้ป้อมพรรคพวกแม่งดิ๊ แม่งรวยขนาดสิบชาติก็ใช้ไม่หมด แม่งกอบโกยมากี่ปีแล้วไอ้ชิบหาย"
173,อาย่าอย่างเหี้ย ป้อมกำลังแตกหมดมันไปเวจแดงฝั่งนู้นอยู่คนเดียว งง เพื่อไร เอาแดงแล้วได้ไรในเมื่อมึงคืออาย่า ไม่ออกของซัพด้วย อย่างหลอน เจอแต่ตัวไรไม่รู้ไอ้สากดดดยดส_บนา/ำดยนไฑยรไพือนรไพืเยรไำดทยไพน
174,@Nhu_malee ไอ้เหี้ยป้อม ไอ้ตัวแดกน้ำ...
175,อิแก้งคอลเซ็นเต้อ ไอ้เหี้ย ควย โทรมาไม่รู้เวลานะมึง ป้อมกูแตกเลยเย้ดแม่
176,@kovitw1 เอาแค่เช้าขึ้น จะไปสภาฯนายกฯส้นตีนออกมานั่งรอรถเมลล์ที่ป้ายรถเมลล์เพื่อจะนั่งขนส่งมวลชนไปสภาฯ มึงทำให้ได้ก่อน ไม่ต้องจัดฉากไม่ต้องมีการ์ด ไม่ต้องเมคเซ้น ทำแบบปกติของชีวิตปชช.ที่ต้องไปทำงาน มึงทำได้กูจะช่วยประหยัด ไอ้เหี้ยป้อมด้วยมึงลองทำแบบเดียวกันให้ดูหน่อย ถ้าทำไม่ได้อย่าเห่า!
177,@shutup2557 ไอ้เหี้ยป้อมอายุเท่าไหร่อ่ะ อย่างมันเรียกวัยใกล้ตาย
178,กุนั่งมองสไลด์พรีพรุ่งนี้มา 10 นาทีเพื่อค้นพบว่า ตีป้อมดีกว่าไอ้เหี้ย เลิกๆ
179,มังกรป้องกันป้อมให้มึงได้มั่ง ไอ้เหี้ย
180,"เน็ตหมดตอนกูตีป้อมไอ้เหี้ย55555555
55555555555555555555555"
181,ไอ้เหี้ยป้อม*
182,"ไอ้เหี้ยตุ่ ไอ้เหี้ยตุ่ ไอ้เหี้ยตุ่
ไอ้เหี้ยป้อม ไอ้เหี้ยป้อม ไอ้เหี้ยป้อม #รัดบานส้นตีน #คนเชียร์ก้ส้นตีน ไม่มีอะใร #กูอยากด่าเฉยๆ "
183,"""ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""โวยลั่นที่มีม็อบ​เกิดขึ้นมาอีกครั้ง​ อย่าทำมามึเขาเดือดร้อน​ทั้งแผ่นดิน​จึงออกมาขับไล่​พวกมึงไง.. ถุยส์​ไอ้​หน้าเหี้ย​นาย​พล​กองทัพ​บก​ไทย​ใจ​หี​มด​ Cr.เจ้าของ​ภาพ​ #ประวิตรไปตาย #ประวิตรออกไป #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน "
184,ชั้นไม่คิดอยากจะบูลลี่ใคร แต่มีกลุ่มเดียวที่จะทำคือพวกเวรลัดบานกับพ่อมัน ไอ้โง่ยุด ไอ้อ้วนขาสั้นป้อม ไอ้หนูหน้ามึงเหมือนปลาบู่ชนเขื่อนรู้ป่ะ และไอ้เหี้ยนั่น เอดส์จะแดกตาย แต่ยังชอบตีหมอกับเมีย เมื่อไหร่จะลงโลงกันให้หมด
185,ไอ้เหี้ยป้อม ตอแหลนะมึง 
186,แวนมันเก่งนะกุบอกดันป้อมบนๆมันก็ดันอย่างเดียวเลยไอ้เหี้ย บ้านแตกก็ไม่ว้าปกลับมา เออสู้ๆพี่
187,@KhaosodOnline ตัวเหี้ยตัวนี้ เหมือนแฝดไอ้ป้อมเลย.. หน้าเหมือนและเหี้ยเหมือนกัน..
188,@iamarmaou มันกลัวโดนกระทืบไอ้เหี้ยตู่ ป้อม ป็อก มันปอดแหก น่าจะมีคนเอามีดไปปรดคอมันให้ลงนรกไปได้แล้ว
189,ด่ากุว่าดีแต่ขี่คอไอ้เหี้ยไม่ให้กุขี่คอแล้วให้กุทำไร ดันป้อมหรอไอ้เวร
190,มันจะเอาวิชาจากเจ้าคุณป้อมด้วย แต่ทำรหัสให้เจ้าคุณป้อมอาฆาตและตามฆ่า ครอบครัวจีระชัยแทนตัวเหี้ยจริงๆ คือ ไอ้สวัสดิ์ จังพาณิชย์ ลูกชายมีส่วนทุกคน ร่วมทั้งไอ้ตัวจัญไรทวี ไกรคุปต์ ที่รับคำสั่งจากอีจัญไรสิริกิติ์ อีตัวเหี้ยศรีรัศมิ์ (ตอนนั้นอี 2 ตัวนี้ตัวการใหญ่)โดยมีสะสมทรัพย์.2.9
191,"มึงคิดผิดมาก ไอ้เหี้ยป้อม นิโรธ นี่มันปากหมาตัวโกหก ภาพพจน์มึงลงเหวแน่นอน
#ส่องทวิตยามเช้า "
192,ตอนเข้ามอไปคือเจอป้อมยามเลย ซึ่งคนที่เฝ้าแม่งคือทหาร อีสัด เก๊กมากอีเหี้ย เห็นแล้วแบบกรอกตา เข้ามาตามอีทหารบอกก็เจอรถขายของก็เลยไปถามว่าหอ3อยู่ตรงไหน ก็ชี้ๆให้ พอเข้าหอไปเท่านั้นแหละ อีพนักงานดูแลหอก็ปากแจ๋ว เก่งเจ๋งนะไอ้เหี้ย แนะนำกุดีๆก็ได้ มาทำเสียงแข็งใส่กุ 
193,ไอ้เหี้ยตู่ ป้อม ป็อก หนู อู๊ดดี้ นอน กกเมียอยู่ ตั้งแต่ 4 ทุ่มแล้ว เสาร์ อาทิตย์ หยุด ทำงาน 8.00 ถึง 16.00 เท่านั้น 
194,"ทีมROVที่ดี
ช่วยกันตีป้อมจนชนะ 
ช่วยกันรุมฆ่าไอ้เหี้ยนั่นที่ฆ่ากูเมื่อกี้จนกว่าฟ้าดินจะสลาย  "
195,ทำไม่ได้สักข้อ ไอ้เหี้ย ป้อม ไปลงนรกได้แล้วไอ้สัส 
196,ไอ้เหี้ย แกร็บแม่งวางข้าวไว้ตรงไหนไม่รู้อะ ฮือ ถามทุกป้อมยามแล้วมันไม่มีแล้วบอกวางไว้หน้าป้อม ไอ้เหี้ย ข้าวกุอยู่ไหน
197,@Snoopy87348130 @EakaratTkn เมื่อไร นักข่าว จะเรียก ไอ้เหี้ยตู่ ไอ้เหี้ยป้อม ไอ้เหี้ยป็อก ไอ้เหี้ยหนู ไอ้เหี้ยอู๊ดด้า ไอ้เหี้ยท็อป ครับ อย่าไปเรียกมันนายก รองนายก สมควรให้ค่ามันเหรอไอ้คนเลวบัดซบจัญไร
198,@mew_sirilapas เหี้ยไม่เกี่ยว ทีหลังด่าใครต้องด่าไอ้ตู่ ไอ้ศรี ไอ้ป๊อก ไอ้ป้อม
199,ตื่นมาปากเหี้ยอะไรแต่เช้า ตีป้อมได้ตีปากแทน ไอ้สาส
