text,class
ตอนนี้ก้าวไกลกำลังพูดเรื่องนาฬิกาเหี้ยป้อม,1
กูว่าก้าวไกลเลอะเทอะว่ะ เข้าใจนะว่าจะปูเรื่องเหตุผล แต่มันเยอะไปจนไม่เข้าประเด็นหลักว่าไอ้เหี้ยป้อมมันผิดยังไง,1
้แต่อาหารตามสั่งปาไป 50-60บ. ไอ้เหี้ยโอไมคร่อน อีเหี้ยหนู อีเหี้ยตู่ อีเหี้ยป้อม กุโขดมากนะ,1
เล่นเอวสุไม่เปิดป่าให้เลย วางอันนั้นกับป้อมเพื่อ ไอ้เหี้ยแพ้,1
แวนก้าดแม่งทำกุชนะอีกละ ไอ้เหี้ยค่อดงง แบบ ไอ้ตัวเวนนี่ถ้าสมมติมันได้เข้าไปในเลนที่แตกแบบทุกป้อมแล้ว สิ่งที่มันจะตีคือป้อมเลย ไม่ใช่ครีป ไม่เหมือนเวลาครีปเข้า อันนั้นจะตีครีปฝ่ายตรงข้ามก่อน โคตรโกง กุว่าawcหรือrplอาจจะได้เห็นโมเม้นเกือบป้อมแตกเพราะแวนก้าด,1
บ้านไหนมีเฮี้ยนๆแบบนี้ฝากไหว้แล้วฝากบอกว่าไปจัดการไอ้เหี้ยตู่กับไอ้ป้อมแล้วก็ไอ้เจ้าในวังด้วย มันตายห่ากันหมดเมื่อไหร่จะระดมทุนจัดชุดใหญ่ให้อีกรอบเลย,1
ถ้าอย่างไอ้เหี้ยป้อมหล่อ โลกนี้ก็ไม่มีผีแล้วว่ะ ไอ้สัส หลอน,1
"ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร""""มาเยือนเมืองชลบุรี​แบบจ้างมาเหมือน​เดิมกระจอกว่ะ",1
ถ้าคิดว่าแน่ยุบสภาเลยวัดกันสักตั้งอย่าดีแต่เห่าหอน​ว่ะ.. ถุยส์​ไอ้​หน้าเหี้ย​  #พรรคพลังประชาโจร​ สักคนเดียว​ #ประวิตร​ไปตาย​ #รัฐบาล​ส้นตี​น,1
อีควาย เกมให้ตีป้อมเเต่พวกมึงไม่ตีป้อม มันจะชนะมั้ยล่ะไอ้เหี้ย เป็นไงล่ะ ดาวลดฮวบๆ,1
ผมให้ไม่เกินสามวัน ไอ้เหี้ยป้อมตาย ไอ้เหี้ยตู่ป่วย,1
ไอ้เหี้ย นั่งตีป้อมลืมทำคณิต,1
ส่วนไอ้เหี้ยป้อม(ชื่อที่เพื่อนเรียก)ไปเยี่ยวยังให้คนอุ้มเลยนะ,1
กูยิงทิ้งแบบ ป้อม ป๊อก ตู่ เลยนะไอ้เหี้ย,1
เตี้ยขนาดนี้ยังพยายามโหน ไอ้เหี้ยป้อม,1
ประยุทธ์  อัปรีย์จัญไรเลวบัดซบตู่,1
พีอาร์ คล้ายๆหนังอาร์นะ ไอ้เหี้ยป้อม,1
ไอ้​ง่อย​ป้อม​ เผด็จการ​อัปรีย์​จัญไร ขยับตัว​นิดหน่อย​หมาขี้เรื้อน​ของ​เผด็จการ​ออกมา​ขานรับทันควัน.. ถุยส์​ไอ้​หน้าเหี้ย,1
เมื่อไหร่คนเราจะเลิกคิดว่า เค้ารวยขนาดนี้แล้ว เค้าไม่ได้มาหวังกอบโกยหรอก ไอ้เหี้ยมึงไปดูไอ้ตู่ไอ้ป้อมพรรคพวกแม่งดิ๊ แม่งรวยขนาดสิบชาติก็ใช้ไม่หมด แม่งกอบโกยมากี่ปีแล้วไอ้ชิบหาย,1
อาย่าอย่างเหี้ย ป้อมกำลังแตกหมดมันไปเวจแดงฝั่งนู้นอยู่คนเดียว งง เพื่อไร เอาแดงแล้วได้ไรในเมื่อมึงคืออาย่า ไม่ออกของซัพด้วย อย่างหลอน เจอแต่ตัวไรไม่รู้ไอ้สาก,1
ไอ้เหี้ยป้อม ไอ้ตัวแดกน้ำ,1
อิแก้งคอลเซ็นเต้อ ไอ้เหี้ย ควย โทรมาไม่รู้เวลานะมึง ป้อมกูแตกเลยเย้ดแม่,1
ไอ้เหี้ยป้อมอายุเท่าไหร่อ่ะ อย่างมันเรียกวัยใกล้ตาย,1
ตอนเข้ามอไปคือเจอป้อมยามเลย ซึ่งคนที่เฝ้าแม่งคือทหาร อีสัด เก๊กมากอีเหี้ย เห็นแล้วแบบกรอกตา เข้ามาตามอีทหารบอกก็เจอรถขายของก็เลยไปถามว่าหอ3อยู่ตรงไหน ก็ชี้ๆให้ พอเข้าหอไปเท่านั้นแหละ อีพนักงานดูแลหอก็ปากแจ๋ว เก่งเจ๋งนะไอ้เหี้ย แนะนำกุดีๆก็ได้ มาทำเสียงแข็งใส่กุ,1
ไอ้เหี้ย แกร็บแม่งวางข้าวไว้ตรงไหนไม่รู้อะ ฮือ ถามทุกป้อมยามแล้วมันไม่มีแล้วบอกวางไว้หน้าป้อม ไอ้เหี้ย ข้าวกุอยู่ไหน,1
เมื่อไร นักข่าว จะเรียก ไอ้เหี้ยตู่ ไอ้เหี้ยป้อม ไอ้เหี้ยป็อก ไอ้เหี้ยหนู ไอ้เหี้ยอู๊ดด้า ไอ้เหี้ยท็อป ครับ อย่าไปเรียกมันนายก รองนายก สมควรให้ค่ามันเหรอไอ้คนเลวบัดซบจัญไร,1
",ประเด็นล้างหนี้กยศ.แม่งควรเป็นการถกกันของชุดความคิดที่จะผลักดันให้การศึกษามันถูกพัฒนาจนไม่มีใครควรเป็นหนี้จากการศึกษา ไม่ใช่มาใช้แท็กเอาผู้หญิงแก้ผ้ามาปรนนิบัติมึงแล้วบอกว่าใครอยากล้างหนี้ให้ไปหามึง อีชาติควย",1
อิจฉาคนเอาเงินกยศไปทำผม มึงอยากล้างหนี้ให้อีพวกนี้จริงดิ หรือมึงคือ1ในคนเอาเงินไปทำผมอ่ะ เห็นดิ้นอยากล้างหนี้จัง,1
ตื่นมาปากเหี้ยอะไรแต่เช้า ตีป้อมได้ตีปากแทน ไอ้สาส,1
ใครอ่านเรื่องนี้แลเฝ้วไม่ร้องไห้กุให้เอาตีนเตะไอ้ป้อมเลย,1
ถ้าชัชชาติไม่ฉลาด ไอ้ตู่กับไอ้ป้อมนี่ควายเรียกพี่. โง่จริงๆไอ้ยุวชนควายสลิ่ม,1
เอาจริงๆนะไอ้ป้อมมันก็ยังดีกว่าไอ้ตูไอ้ป้อมมันยังฟังคนบ้างไอ้ตู่แม่งไม่ฟังเหี้ยอะไรเลย,1
แล้วที่มันท่วมที่จังหวัดอื่นๆอะ ไอ้ตู่กับไอ้ป้อมก็ไม่เห็นมีปัญญาทำอะไรเลย แค่จะเดินเองก็ยังไม่มีปัญญาเลย,1
มึงดูยังไงหลับมันหลับตรงไหนว่ะ ไอ้ป้อมอ่ะหลับของจริงสร้างแต่ปลอมไอ้ควย,1
ไอ้ป้อมมันเล่นเป็น ไอ้ตู่ไอ้ควาย,1
ไอ้ป้อมแม่งนั่งโลงศพติดล้อแล้วให้ลิ้วล้อลากกันไป,1
สำหรับแบก ให้ไอ้ตัวกลาง(ไอ้ตู่ใช่มะ?)ขอโทษคนเดียวก็พอแล้วมั้ง เพราะเห็นไอ้ป้อมก็ไม่เคยขอโทษเลย แบกๆยังกระสันต์อยากไปร่วมรบ.กับพปชร.ในการเลือกตั้งครั้งหน้าจนทนไม่ไหวแล้ว,1
พักเถอะนะไอ้ป้อม เมื่อไหร่มึงจะตาย,1
ข้อดีเดียวที่ไอ้ป้อมเป็นนายก คือกูไม่ต้องเปิดทีวีมาเจอหน้าไอ้เหี้ยตู่ กูไม่เคยเกลียดขี้หน้านายกคนไหนเท่าแม่งมาก่อนเลยจริงๆ รอวันมันจมกองตีนประชาชน,1
ไอ้ป้อมทำงานดีกว่าไอ้ตู่,1
ข้อเรียกร้องล้มตู่ ตอนนี้ตู่ไม่อยู่ชั่วคราว ได้ไอ้ป้อมอวยกันลงเน้อ นรกเจอยมบาลชัดๆ,1
ดี ให้ไอ้ป้อม มันรักษาการไป ให้มันทำงานเยอะเยอะ ดูจากสภาพร่างกายมันแล้ว ไม่ไหวแน่ รับรองได้ ตายเร็วแน่นอน,1
ไอ้ป้อมมันใจเย็นกว่านะ และศัตรูที่ใจเย็นคือน่ารักมัดระวังตัว,1
อย่าบอกนะไอ้ประยุทธ์ไป ได้ไอ้ป้อมมา พอไอ้ป้อมอยู่8ปีแล้วไป เราจะได้ไอ้ป๊อกมา?? #จะ8ปีแล้วนะไอ้สัส,1
ก็คิดดู ขนาดไอ้ป้อมง็อกๆแง็กๆ ไม่รู้…ไม่รู้…ยังทำได้ดีกว่ามัน,1
ไอ้ป้อมได้อยู่ต่อ คงได้เห็นภาพนี้เป็นแน่แท้,1
สมน้ำหน้ามึง มืดบอดดักดานต่อไปเถอะมึง ไว้ไอ้ป้อมไปอย่าลืมไปกระโดดหอมแก้มมันด้วยนะ,1
มันไม่ได้ต้องการไปเยี่ยมประชาชน มันแค่ต้องการรูปเอาไว้ไปประชาสัมพันธ์แข่งกะไอ้ป้อม,1
ม๋ามีประโยชน์กว่าไอ้ยุด กะไอ้ป้อม,1
หน้าม้าทั้งนั้น...ไอ้ป้อมกับไอ้ตู่ไปไหนไม่มีชาวบ้านจริงๆได้เข้าไปใกล้สักคน..มันเกณฑ์ตำรวจทั้งจังหวัดไปอารักขา,1
อีเหี้ย เห็นข่าวไอ้ป้อมลงพื้นที่ 8 ริ้วแล้วมีคนไปหอมแกเม แหกปากตะโกนรักลุงป้อมแล้วแขยงว่ะ นข.ไปสัมคนหอมแก้มว่าไอ้ป้อมทำอะไรบ้าง ตอบอึกอักบอกลุงป้อมพัฒนาน้ำ ดูแลจัดการดี,1
มีคนบอกให้ ไอ้ป้อม อายุยืนถึง 150 ปี แต่กูจำได้ว่างวดที่แล้วก็มีคนพูดแบบนี้แหละไม่ทันข้ามปีเลยตายห่าไปซะแล้ว,1
อยู่ให้ถึงพันปีไปเลยไอ้ป้อมกรูเชียร์,1
ฝรั่งรู้ โลกรู้ สลิ่มไม่รู้ ไม่รู้เหมือนไอ้ป้อมเลย,1
ไอ้ป้อมมรึงต้องแนะนำชาวบ้านไปอยู่สักดาว,1
ปปช.บอกไม่ต้องยื่นบัญชีทรัพย์สินเพราะไอ้ยุดเป็นนายกต่อเนื่อง พอฟ้องศาลรัฐธรรมนูญ ศาลบอก 4 ปีก่อนไม่นับ สัส,1
ไปบอกให้ไอ้ตู่ต้องทำอย่างนั้นอย่างนี้จะจบสวยจบแมนๆบลาๆๆๆ ฮัลโหล มันเป็นพระเอกละครคุณธรรมเหรอ มันคิดได้เหรอ ตล่กว่ะ,1
แปดปีก็ชิบหายจะตายห่ากันทั้งประเทศอยู่เเล้ว,1
จบแล้วอนาคตกู,1
อยู่ทำไม อยู่ไปก็ไม่ช่วยห่าไรเลย แดกเงินอยู่นั่นแหละ เปลี่ยนทีเถอะ ชุ่ยๆแบบนี้ขอให้พระลงโทษหนักๆ,1
8ปีแล้วไอ้สัส,1
ความรู้สึกของกูตอนเห็นข่าววันก่อน,1
เพราะถ้าลงไปจากตรงนั้นแล้วคนเขาก็คงจะต่มไปเตะปากถึงที่ก็คงจะไม่เป็นไรถึงเป็นก็คงจะมีคนเห็นด้วยครึ่งประเทศ,1
ต่อให้ศาลตัดสินให้มรึงเป็นนายกนับตั้งแต่ปี 60 แต่ยังไงมรึงก็คือนายกเถื่อนอยู่วันยังค่ำ อีตู่,1
การวิจารณ์ศาลที่มีอำนาจใต้รัฐธรรมนูญเเละอยู่ภายใต้ประชาชนเเละติดสินเเบบไม่เป็นธรรมมันผิดหรอ ต่อให้ได้ตู่ได้เชี้ยไรระยำเเค่ไหน ถ้าศาลที่เป็นตัวตัดสินความยุติธรรมเองมาเชี้ยด้วยเเล้ว ประเทศก็คงล่มจมที่เเม่เเต่ความยุติธรรมจากศาลก็ยังมีพวกชาติหมาไปเป็น,1
ไปฟังไอ้นี้พูดอะนะ กูนอนเก่าไข่,1
เล่นยังดูดีกว่าอีก อย่างน้อยๆ มึงช่วยหาคนที่พูดรู้เรื่องกว่านี้หน่อย,1
สลิ่มปลอมตัวมาปั่น นางอัปเกรดตัวเองว่ะ,1
แหกตาดูเทรนทวิตก็เห็นละเนาะว่างานของศิลปินสำคัญกว่า อีนายก 8 ปี มันก็เห็นได้ชัดละนะว่าคนไทยไม่ได้จริงจังการเมืองจริงๆ แค่ด่าวันเดียว วันอื่นๆก็แผ่วแล้ว ละอย่างนี้จะเปลี่ยนได้หรอ ปทท ละพรรคที่ปากบอกอยู่ข้างปชช มึงออกมาเล่นนอกสภาค่ะเล่นในสภามันก็ไม่มีวันชนะหรอกค่าา,1
ถึงสลิ่ม มึงจะรักเหี้ยตู่ก็รักไป แต่กูยังไม่พร้อมที่จะฉิบหายไปกับพวกมึง อยากบรรลัย อยากล่มจม ก็กอดคอกันเดินลงคลองไปดิ ฉุดประเทศไปด้วยทำไมวะ,1
จากศาลตัดสินอะ เป็นตัวอย่างว่า จริงๆเเล้งคนแก่ก็ไร้ประโยชน์    คนแก่เหี้ยก็มีเยอะด้วย ยิ่งพวกถ่วงความเจริญๆๆๆ,1
ก็เปลี่ยนรัฐธรรมนูญไปเรื่อยๆทุก 3 ปี เลย เวลาจบสมัยจะได้อ้างว่าไม่ครบสมัย ให้นั่งไปยาวๆ จนสมองเสื่อมไปเลยอีแก่,1
ไอ้ตู่ออกแล้ว ไล่ไอ้ป้อมต่อเลยครับ,1
นึกถึงเคสลูกของกุ๊บกิ๊บเลย คือกูต้องรู้สึกยังไงที่คนมีมาล้อลูกเราหน้าเหมือนไอ้ป้อม,1
ศิโรตม์นี่ยังไงเข้าใจว่าเกลียดไอ้ตู่ แต่อวยไอ้ป้อมนี่มันคือไร อวยเกินเบอร์มาก จะอ๊วก,1
มันกลับมาแน่ รับรอง มันเล่นละครกัน เพื่อลดกระแส ไอ้ป้อมยังเว้นเก้าอี้ไว้เหมือนเดิม....ล้านเปอรเซ็นต์  ใครพนันกับผมไหม,1
แต่ละตัว  มีผู้นำแบบไอ้ตู่ไอ้ป้อมถ้าประเทศมีสงครามนะ แนะนำให้หนีครับ อยู่ก็ตายแบบไม่มีประโยชน์แน่นอน สัส ใช้ใจบันดาลแรง ใจมึงตันไปกี่เส้นแล้วไอ้ป้อม,1
แข่งกับพรรคไอ้ป้อมเอาภาษีาติไปโปรยซื้อเสียงล่วงหน้ากันใหญ่,1
เห็นลิ่วล้อนับสิบคน มองตามรอยตีนไอ้ป้อมทุกย่างก้าวแล้ว กุสมเพช,1
ไอ้ตูบโง่กร่าง หน้าด้าน ไอ้ป้อมเหี้ยทุกอย่าง ไอ้ป๊อกเงียบๆกินเรียบไม่แบ่งใคร,1
อยากเห็นไอ้ป้อมมาแข่งบ้าง,1
โอยากะด้งเวอร์เด็กหอของไม่ครบ เครื่องปรุงไม่มีอะไรเลยนอกจากซีอิ๊วไอ้ป้อม พริกไทย น้ำตาล ซุปก้อน คราวหลังหนูจะซื้อโชยุติดไว้จ้า,1
พึ่งรู้ว่าเด็ก ๆ ก็เคยโดนคนนี้ด่า ทีแลกเห็นมีกรณีพาดพิงแพรรี่ความคิดว่าย้างแล้วพอได้เห็นวีรกรรม​ที่ผ่านมาก็,0
ร้องเพลงไม่มีใครรู้จัก ออกมาด่าแพรรี่ทีเดียว รู้จักกันทั้งประเทศ,0
เจอด่ายับ นุ้ย p9d ขอโทษ ปมเหยียดเพศ แซะ แพรรี่ แถมโดนขุดวีรกรรมเด็ดเพียบ #นุ้ยp9d #แพรรี่ #ไพรวัลย์ #เหยียดเพศ #ขอโทษ #วีรกรรม #ดราม่า #ประเทศไทย #ข่าววันนี้ #คมชัดลึก,0
ดูเรื่องแพรรี่แล้วอดคิดไม่ได้ว่า คนที่บีบให้แพรรี่สึกออกมา น่าจะนึกด่าตัวเองว่า ไม่น่าทำให้แพรรี่สึกออกมาเลย นี่มัน ผู้ตรวจสอบความผิดของศาสนาชัดๆ รู้งี้ ให้เป็นพระแบบเดิม พวกตรูน่าจะ safe กว่า #แพรรี่,0
เรากำลังงงว่าแม่ลีน่าเป็นรัย รับบทนางฉอดแพรรี่ใหญ่ กำลังติเรื่องที่แพรวัลย์พูดจาหยาบคายใส่พระชาตรีตอนไลฟ์ด่ากลับน่ะเหรอ คือไปๆมาๆมันทำให้แม่ดูกลายเป็นว่าจะยืนข้างอลัชชีแล้วนะ เพราะแม่เน้นด่าหนักไปทางพฤติกรรมแพรรี่ ถ้าแม่ด่าพวกอลัชชีให้มันบาลานซ์กันหน่อยก็จะไม่เป็นที่กังขา #แพรรี่,0
คนที่ออกมาด่าแพรรี่ก็คือคนที่ถือหางอลัชชี #แพรรี่,0
55555ด่าแบบแพรรี่,0
งงสุดคือด่าแพรรี่ทำไม? ตอนนี้เค้าเป็นคนปกติ ไม่ได้เป็นพระใดๆเลย แล้วคนด่าคือพระ งง #แพรรี่,0
เห็นข่าวแพรรี่แล้วสงสารชีนะ ชีโดนพระเปิดฉากด่าก่อนอะแต่สังคมบอกชีไม่คุมอารมณ์ตนเอง,0
แพรรี่คือคนที่ทั้งชีวิตการเป็นคนพุทธของฉัน ตามหา ฉันต้องการเห็นแบบนี้มาก คือคนที่มีความรู้ในพระพุทธศาสนาจริงๆคนที่เก่งจริงๆ และชี้นำคนพุทธเราให้ตาสว่างมากขึ้นว่าพระไม่ดีก็มีเยอะค่ะพระที่บิดเบือนคำสอนก็มีมาก เพราะฉนั้นจะมาเป็นพระเหมือนกันไม่ได้ค่ะ ใส่สบงด่า #แพรรี่,0
ทำไมลีน่าจะแอคชั่นแพรรี่ เพราะแพรรี่ตรอกกลับใส่ตอนลีน่าจังด่านาง แพนรี่ไม่ยอม ปกติแล้วเวลาลีน่าจังด่าใครคนนั้นจะเงียบไม่สู้ แต่แพรรี่ด่ากลับ นางเลยฟาดงัวฟาดงา แล้วกรณีแพรรี่กับชาตรี นางเตือนกรรชัย นางบอกประเทศถูกปลูกฝังมานานเรื่อง ชาติ ศาสน์ กษัตริย์ เผยความสลิ่มในตัวออกมาแล้ว,0
แพรรี่ตอบดีด่ากลับได้ดีนะเอาจริงๆ,0
ชอบแพรรี่มากที่ใช้ความเป็นตัวเองเป็นเครื่องด่า อินไซท์กว่านี้ไม่มีอีกละ,0
วงการทนายกับพระ ปีนี้มาแรงจริงๆ ตั้งแต่ คดี แตงโม ยันพระด่าแพรรี่ ไม่มีวันไหนไม่พีค #โหนกระแส,0
หาเรื่องโดนแพรรี่ด่าแหละดูออก อยากมีสีสันในชีวิตแหละมั้ง,0
ตอนนี้มีคนห่มขาว ออกมาแกะกระแส ด่าแพรรี่อีกคน,0
ก็พระนู่นไปด่าเค้าก่อน เค้าโต้กลับ  ทนายคนหนึ่งก็หิวแสง  ตอนนี้อดีตพระอีกคนก็เสือกอีก  นี่ไม่ได้เข้าข้างใครนะ แต่ครั้งนี้แพรรี่ไม่ผิด  #แพรรี่,0
ชอบแพรรี่มาก ติดเครื่องด่าสุดๆ ดูแล้วสะใจ ถอดสบงแล้วทรงพลัง,0
อ้อ ที่เอาพรบ คณะสงฆ์มาอ้าง ว่าแพรรี่ผิดด่าคณะสงฆ์ กุถามก่อน ไหนคณะสงฆ์? อย่างที่แพรรี่บอกเลย เห็นแต่แครรอทคนนึง ข่อมค่าาาา,0
ที่แพรรี่ด่ากลับแรง ๆ น่าจะเป็นเรื่องที่โดนด่าว่าเนรคุณศาสนาค่ะ,0
เมื่อเช้าตื่นมาตี5 แบ่งยาใส่กล่องให้แม่ แล้วก็นอนต่อไม่หลับ นอนยังไงก็ไม่ยอมหลับ เลยเปิดคลิปแพรรี่ด่า อยากรู้คนเค้าคุยเรื่องอะไรกัน สรุปหลับไปเฉย ตื่นอีกที9โมงกว่า อะไรของชั้น,0
ชอบที่แพรรี่ด่ามากเลย ด่าแบบคนมีความรู้มีการศึกษา ทุกคำด่าคือความจริง,0
แพรรี่ยังอยู่ในศีล5 แต่พระที่ออกมาด่าคืออาบัติเกือบทุกข้อ,0
พยามทำความเข้าใจทนายคนนั้น เหมือนว่ามีกฏหมายอาญาห้ามคนด่าพระออกสื่อ แต่ไม่มีกฏหมายอาญาห้ามพระด่าคนออกสื่อ เพราะงั้นทนายถึงแจ้งความแพรรี่ได้ ถ้าแพรรี่ไม่พอใจพระ ไม่มีสิทธิ์มาด่าออกสื่อเพราะผิดกฏหมาย แพรรี่ต้องแจ้งไปตามกระบวนการ น่าจะประมาณนี้มั้ง #แพรรี่,0
ชอบแพรรี่โหนกระแสมะวาน 5555555 ด่าทนายแบบแร๊พเป้ออออ,0
ถ้าการที่พระรัสออกมาขอโทษแบบนี้ คือการที่รู้อยู่ว่าแพรรี่มีหลักฐานเอาผิด แล้วให้ทนายมารับหน้าเถียงๆ เพื่อให้ตัวเองออกมาขอโทษ จะได้ดูไม่เป็นผู้ร้าย เพราะสังคมจะกร่นด่าและเบนค.สนใจไปทางทนายแทนละ งงปะ ชั้นดูหนังเยอะไปหรือเปล่า 555 #โหนกระแส #แพรรี่ #แพรรี่ไพรวัลย์,0
ตั้งใจจะเผือกเรื่อง sex creator หนีห้องเช่ากลายเป็นมาตามเรื่องแพรรี่ซะงั้น แพรรี่แซ่บมาก ด่า หน้านิ่งด้วย นับถือ,0
คลิปที่เรียกจิกแพรรี่ก็ยังไม่ลบนะ แถมมีคนมาตำหนิเค้าอีก คันปากอยากด่า แต่ขี้เกียจโดนฟ้อง ก็ไปอธิบายตาคนนั้นนิดหน่อย อยากรอดูเฉลยตอนจบเอาให้หนักๆเลย ตาชานี่ก็สวดมนต์ไปด้วยไลฟ์ด้วย ไม่ต่างจากพนักงานแบงค์คนที่ผ่านมาเลย 555 มองแต่กล้อง,0
พสแพรรี่บอกว่าพระไม่ดีด่าได้ = โอเคร /วอมนิ้ว,0
ชอบที่แพรรี่ด่ากับทนายประเด็นที่โดนพระเรียกว่าอีกับด่าเขาว่าเนรคุณมาก เถียงกับแบบคนมีความรู้จริง ทนายเถียงกลับไม่ทันเลย สงสาร5555555555,0
ชีแพรรี่ ฉันว่าชีคือคนที่เข้าถึงธรรมะจริงๆอ่ะ ไม่ได้แบบคล้อยตามพระผู้ใหญ่หรือเสียงส่วนมาก นางเอาหลักธรรม คำสอน มาวิเคราะห์และปรับใช้ได้ สิ่งที่ทำแล้วไม่ได้เดือดร้อนใคร และส่งผลดีนางทำหมด ยกเว้นอย่างเดียว ด่ามาด่ากลับ ร้ายมาร้ายกลับ ซึ่งมันเริ่ด #แพรรี่,0
อดีตมหาไพรวัลย์ฟ่าดพระดังต่างแดน ด่าไอ้หัวโล้น ฉุนเรียก อีแพรรี่ แฉเรื่องคาวพระซ้ำ ทนายแจ้งจับหมิ่นคณะสงฆ์ ทนายเกิดผลโต้ตามกฎหมายฆราวาสเตะปากพระไดั,0
ถ้ารู้สึกว่าโดนด่าโดนหมิ่น แพรรี่ก็ใช้สิทธิ์ตามกฏหมายไปแจ้งความ ไปฟ้องหมิ่นซะก็จบไม่ใช่ด่าเค้ากลับ . เรื่องที่ด่าที่แฉ จะจิรงไม่จริงไม่รู้แหละ แต่แค่อีกฝ่ายมี พรบ คณะสงฆ์ คุ้มครองอยู่ก็แค่นั้น,0
ความบ้งของทนายที่ได้โฟนอินในรายการคือการมาย้อนถามว่าการที่แพรรี่ด่าพระผิดศีลหรือไม่ คุณแยกไม่ออกเหรอ จบเปรียญธรรม 9 มา คุณเป็นทนาย เอาตัวกฎหมายมาพูด ถามถึงศีลเพื่ออะไร จะบ้าตายรายวัน #แพรรี่ #โหนกระแส,0
แต่พุทธที่ดี ก็คือพุทธแบบพระพุทธเจ้านะแก คือทำตามคำสอนท่านให้ดี เปี่ยมด้วยรัก เมตตา และให้อภัยส่วนของแพรรี่ เรายกให้แกเป็นตัวของตัวเองนี่ล่ะ เป็นเอกลักษณ์เฉพาะตัวแกไป ความรู้แกดีมาก อนุโมทนา แต่คนพุทธ อย่าไปเอาเป็นบรรทัดฐานนะว่า พุทธที่ดีคือด่าเก่ง555 บุดด้าจิไม่ทรงโปรด,0
แพรรี่ไม่ได้ด่าพระผู้ปฏิบัติดีปฏิบัติชอบ แต่ด่าอลัชชีโล้นห่มเหลืองเกาะศาสนาหากิน บ้ายศบ้าตำแหน่ง #แพรรี่,0
ลีน่าจังอีกราย  เคยด่าแต่คนอื่น ละเขาไม่ตอบโต้ โดนแพรรี่ด่าหงายเงิบสุ่ขิต5555555,0
แพรรี่ด่าเก่งมากกก ทับจัย,0
แพรรี่คือเครื่องด่า 555,0
โหนกระแสเดือด แพรรี่ ปะทะ ทนายธรรมราช ลั่นดิฉันด่าอลัชชี ฟ้องมาฟ้องกลับ,0
แล้วแพรรี่นางไปด่าพระทั้งคณะหรอ นางกะด่าคนที่ด่านางไหม #แพรรี่,0
เห็นด้วยที่แพรรี่พูดว่าถ้าพระทำไม่ถูกเราก็สามารถติติงได้นะคะ ส่วนตัวเคยมีพระทักแชทมาจีบ​ ทางนี้ก็เลยสวดให้ฟังไป​ 1​ บท​ ก็ไม่ได้รู้สึกว่าบาปตรงไหน​ แค่ด่ามารศาสนา​เท่านั้น​ #แพรรี่ #โหนกระแส,0
ตรงที่ อ.จตุรงค์พูดนี่ล่ะ คือประเด็นจริงๆ เพราะเรื่องของเรื่องคือ ชาตรีเป็นคนที่จู่ๆก็มาเริ่มด่าแพรรี่ ต่อมาแพรรี่ด่ากลับแถมแฉความเน่าหนอนของตัวชาตรีที่ห่มเหลืองฯ แต่ทะหน่ายคนนี้ไปแจ้งความแพรรี่ในทำนอง ด่าคณะ/ศาสนา ซึ่งแพรรี่ไม่ได้ด่าคณะ/ศาสนา แพรรี่ด่าชาตรีคนเดียว #โหนกระแส,0
แพรรี่คือขับเคลื่อนวงการสงฆ์อย่างผู้มีปัญญาและการด่าอย่างแท้จริง #แพรรี่,0
รูปซ้ายโพสเอง รูปขวาเพื่อ tag มา แพรรี่อย่าด่าเรานะ เรากลัว #แพรรี่ #โหนกระแส,0
ทนายคนนี้เขาดูมีทักษะการคิดด้านเดียวมาก ๆ แล้วเป็นไปในทางที่อันตรายด้วยอย่างที่บอกมีสิทธิอะไรไปด่าพระ ก็เขาสามารถวิจารณ์ได้อย่างสุจริตตามที่ทนายสงกรานต์กับแพรรี่บอกเลย แต่คุณพี่ทนายก็ยังมาบอกกฎหมายข้อไหนให้ไว้ เห้ยคุณพี่ #โหนกระแส,0
โหนกระแสวันนี้ นึกว่ารายการตลก มีคนมาโชว์เด๋อให้แพรรี่ด่า อย่างเพลิน 555 #โหนกระแส,0
ฟังคลิปละงง ทนายธร.มากนะ คือพระ 1 รูป ด่า แพรรี่ แพรรี่ด่ากลับ แต่เจ้าตัวพูดยืนยันว่าแพรรี่ด่า คณะสงฆ์ ย้ำมาก ว่าด่าคณะสงฆ์ คือคุณเป็นไรอ่ะ ลงไม่เป็นเร๊อะ เค้าส่งบันไดให้ขนาดนั้นแล้ว #แพรรี่ #โหนกระแส,0
ดิฉันผู้อดไปคอนเสิร์ตน้องเยริน หาความบันเทิงใส่ตัวด้วยการดูคลิปแพรรี่ด่ากราด ใครได้ไปคอนฯ วันนี้ก็ขอให้ enjoy นะ,0
แพรรี่นางดังอยู่แหละ บางคนก็ขอด่านิดนึงเพื่อดูดแสงนิด ยกตัวเองหน่อย,0
ดูสด ขำกันทั้งบ้าน 55555 นายทะแนะ เบรคแรก ขรึม เบรคสอง โวยวาย อึกอัก เถียงไม่ออก เบรคสุดท้าย เสียงอ่อน อีโล้น จู่ ๆ ก็ไลฟ์หมิ่นประมาทฆราวาส พอฆราวาสด่ากลับ อีโล้นรีบขอโทษขอโพย แพรรี่แฉความเน่าเหม็นเลย เอาให้ยับ,0
เรารู้จักเค้าเพราะจินยองพอได้ดูผลงานก็ชอบเลยเป็นคนที่เก่งและมีเสน่ห์,0
