,Tweet
84,"ใครอยากมี อยากได้ อยากมีเงินเหลือใช้ คลิ้กลิ้งหน้าโปรไฟล์ได้เลยนะคะ
 ไม่ใช่พนัน
 ไม่ใช่ลูกโซ่
 ไม่มีค่าสอน
#วอลเลย์บอลหญิงไทย 
#แบนlivenationth 
#ร้านพี่โชคหมูกระทะเปิดแล้ว 
#KimSooHyunInThailand 
#MobileBNK48 "
85,"ใครสนใจหาค่าขนม มาทางนี้เลยค่ะ ไม่ใช่การพนัน งานถูกกฎหมาย 
สนใจกดลิงค์หน้าโปรไฟล์มาสอบถามก่อนได้ค่ะ 
#adidasthailand 
#CHENinBKK 
#MobileBNK48 
#แบนlivenationth 
#ร้านพี่โชคหมูกระทะเปิดแล้ว "
86,"ลงทุน 10 บาท กำไร 10 ล้าน
หากินกับศิลปิน เล่นกับใจแฟนคลับ ขอให้ไม่เจริญ
#แบนlivenationth"
87,แล้วคอนบพก็ผู้จัดรายนี้ #แบนlivenationth
88,กูเป็นสเตย์แล้วเห็นงานเซบทีนวันนี้กูอยากร้องไห้รอ ไม่เอาผู้จัดนี้ได้ไหม เหี้ยเกินควบคุมมาก ไม่ฟังเสียงแฟนคลับเลย ทำงานได้แย่ที่สุดเท่าที่เคยเห็นผู้จัดงานคอยเสิร์ตมาละ  #แบนlivenationth
89,ที่ไม่เข้าใจคือทำไมถึงกักบัตรไว้ขายหน้างาน ทำไมไม่ขายออนไลน์ให้หมด ไม่เคยเห็นเลยตั้งแต่ตามสายเกามา มีคอนไหนเป็นแบบนี้บ้างที่มีขายบัตรหน้างาน เคยเห็นแต่นัดขายบัตรผีกัน #แบนlivenationth
90,เอาอีกๆ ไม่อยากจะพูดดดดดก #แบนlivenationth
91,เเบนมันเลยค่าาา เอาเปรียบผู้บริโภคเกินไปเเล้ว #แบนlivenationth
92,เข้าทวิตแล้วเห็นว่ามีบัตรขายหน้างานคือจะร้องแล้วนะ ที่ตอนแรกไม่ไปเพราะ ผจ ปสด แล้วกลัวติดงานต้องทิ้งบัตร ไม่แน่ใจอะไรเลยไม่ซื้อ เออ แต่พอวันนี้เห็นมีบัตรขายคือ อิหยังวะ #แบนlivenationth
93,อยากให้เปลี่ยนผู้จัดจ้า @JYPTHAILAND #แบนlivenationth
94,ขอโทษนะทั้งจอ ทั้งลำโพง คือ..??? #BETHESUNinBKK #แบนlivenationth 
95,"เอาเลยเริ่มมม
 #แบนlivenationth"
96,"ใครอยากมี อยากได้ อยากมีเงินเหลือใช้ คลิ้กลิ้งหน้าโปรไฟล์ได้เลยนะคะ
 ไม่ใช่พนัน
 ไม่ใช่ลูกโซ่
 ไม่มีค่าสอน
#วอลเลย์บอลหญิงไทย #แบนlivenationth #ม็อบ1ตุลา65 #ร้านพี่โชคหมูกระทะเปิดแล้ว #TAEYEON #CHENinBKK #adidasThailand #BETHESUNinBKK #กะรัตพระเวสสันดร #หอมกลิ่นความรัก "
97,"งานดู  YouTobe เพลง ได้เงินแน่นอน
แค่มีโทรศัพท์กับอินเทอร์เน็ต
เงินเข้าบัญชีโดยตรง
สนใจทักมาสอบถามรายละเอียดงานได้เลย
#bbrightvc #รอรล่ม #วอลเลย์บอลหญิงไท #ม็อบ1ตุลา65 #เจนนี่กลางวันครับกลางคืนค่ะ #แบนlivenationth #หวยรัฐบาล #KimSooHyun #yinyin_anw "
98,ประเทศไทยมันจะเหี้ยทุกอย่างเลยปะ #แบนlivenationth
99,แท็กนี้มาละหรอ 55555555 ปีนี้ไปมาสองคอนของเจ้านี้ ขายบัตรอย่างเดวจริงๆ เพื่อนนี่ถามอะไรไปไม่เคยได้รับคำตอบ ของเบคเยรินนี่ก่อนเข้าคอนได้คำตอบทุกอย่างจากแอคบ้านเบส ก็ตลกดีที่แฟนคลับต้องมากระจายข่าวนู่นนี่กันเอง #แบนlivenationth
100,"   EE35 Film camera  
แอพกล้องฟิล์มที่มาแรงที่สุดในช่วงนี้ ถ่ายรูปได้แบบปังและจึ้งมาก

 มี2โทนให้เลือก ทั้งแบบขาวดำ/สีบอกเลยว่าสีฟิล์มสวยมาก 

——— Price  baht 

#แอพดีบอกต่อ #แอพกล้องฟิล์ม #ดีบอกต่อ #กล้องฟิล์ม #แอพแต่งรูป 
#EE35film  
 #แบนlivenationth "
101,มึงกูไม่เห็นอะไรทั้งนั้น c1 3800 บาท จอก็ไม่เห็น อีดอก  #แบนlivenationth 
102,ไปคอนมาทั้งปี คอนนี้เหี้ยที่สุด ไม่พร้อมอย่าหาจัด อิห่า  #แบนlivenationth
103,มึงเป็นเหี้ยไร กูบ่ย๊อม!!!!!!! สะเตบ่ย๊อม เข้าใจกะรัตเลย ควเฟลมากอะ แบบสาปส่ง บัตรมันควรตะขายหมดตั้งแต่เปิดในเว็บเว้ยยยยยยยน #แบนlivenationth
104,"ผู้จัดไลฟ์เนชั่น รบกวนพิจารณา คำติจากผู้บริโภคด้วยค่ะ ข้อเสียเยอะมาก
#แบนlivenationth"
105,อิบิ้งร้อนๆหนาวๆละ เจอผู้จัด ผลงาน(แย่) เป็นที่ประจักษ์  #แบนlivenationth
106,ประเทศอื่นเห็นเซบทุกโซน ตัดมาที่ไทยเห็นเซบแค่ A3 A4 #แบนlivenationth
107,จัดเก้าอี้โซน A เหี้ยมาก จอเล็ก เวทีเล็ก ไม่เอนจอยอะไรแล้วค่ะไปดูเพราะเซบเท่านั้น  #แบนlivenationth
108,เหี้ยมากกกกกกกก จอยังไม่เห็น อิดอก  #แบนlivenationth
109,@rosario_roses เห็นโซน เห็นสแตนแล้วอยากจะร้อง #แบนlivenationth
110,สงสาร เราบ้าง หน้าเลืยดเกินไปแล้ว แบบนี้ไงคอนที่ไทยถึงค่อยๆหาย #แบนlivenationth
111,"Betplay569
แจก แจก แจก มีแต่คำว่าแตกและแจก
 เครดิตฟรี ขนาดนี้ มัวรออะไร
เข้าเลย  
#Betplay569 #บาคาร่า #สล็อต #เครดิตฟรี #แบนlivenationth "
112,"รายละเอียดกันจัดไม่ชัดเจน และไม่แจ้ง อะไรก่อนเลย ยุๆคือทีขายบัตร หน้างาน กูงงมาก  เห็นแก่ตัว เห็นแก่ได้...ในเมื่อคุณจัด แล้ว คุณก็ต้องทำให้ดีป่ะ ไม่ใช่แบบนี้โว้ย ล็อกบัตรอย่างงี้นะหรอ กูถามจริง กะรัตไทย ได้ห่าอะไร? ได้แต่เสียความรู้สึก...
#แบนlivenationth"
113,อะไรของผู้จัดอะ ชั้นจะสาปเเก #แบนlivenationth
114,แท้กที่รอคอย #แบนlivenationth
115,ถ้างานคอนจัสตินกับบพ.เป็นแบบนี้นะ จะสาปแช่งเข้าให้สภาพ สงสารแฟนคลับสงสารศิลปิน #แบนlivenationth
116,อีดอก #แบนlivenationth
117,"ปล่อยกู้ยอดเริ่มต้น 500 ส่งดีอัพยอดได้ถึง5,000 
**ไม่มีค่าเอกสาร** 
-เอกสารเยอะ
-รับเฉพาะผู้หญิง
เอกสารผ่านรับเงินทันที 
#ปล่อยกู้ #ปล่อยกู้รายวัน #เงินกู้รายวัน #เงินกู้ออนไลน์ #กู้เงินนักศึกษา #กู้เงินรายอาทิตย์ #ตรวจหวย #8ปีประยุทธ์ #BESTOFBEST_BKK #แบนlivenationth"
118,จัดดีกว่านี้ไม่ได้ก็ให้เจ้าอื่นจัดเถอะค่ะ เสียความรู้สึก #แบนlivenationth
119,#แบนlivenationth
120,"น้องๆคนไหนว่างๆ สนใจทำงานเเอดมิน รับออเดอร์ ลูกค้าไหมค่า ทำงานผ่านโทรศัพท์มือถือ มีสคริปต์ให้ รายได้ วันละ 800-1000 บาท มีรายได้ทุกวันค่ะ
รายละเอียดงานคลิ๊ก 

#แบนlivenationth #นายก8ปี #ประยุทธ์ออกไป #ม็อบ1ตุลา65 #8ปีแล้วนะไอ้สัส"
121,@JYPTHAILAND รบกวนส่องแทคนี้ด้วยคะ เปลี่ยนผู้จัดทันมั้ยคะ กว่าเด็กหลงจะมาไทย พวกเราไม่ได้เจอเค้านานมาก ไม่อยากให้เกิดเหตุการแบบนี้คะ #แบนlivenationth
122,"ฝาก 29 รับ 100
 สมัครฟรี 

 เล่uง่ๅย มีระบบ TrueWallet 
 ฝาก-ถอน auto
 คนยอดเสีย 10% ทุกวัน
 ทกยอดฝาก มีแต้มให้หมุน วงล้อฟรี
 แอดมินบริการ 24ชม.

#XMEBET #แบนlivenationth #ประยุทธ์ #นายกเถื่อน #กฐินหยิ่นวอร์บอนซ์ #ข่าววันนี้ "
123,"PGsrotgame89
เว็ปน้องใหม่มาแรง
แจกเคดิตฟรี50ไม่ต้องฝากก่อน
กดหัวใจรีทวิต
ติดตาม สมัคร
สมัคร 
ติดตาม 
#ตรวจหวย #แบนlivenationth #แจกเครดิตฟรี #แจกเครดิตฟรี50 #เครดิตฟรีไม่ต้องฝาก #เครดิตฟรี #หวยรัฐบาลไทย #คลิปหลุด "
124,เราอยู่ตจว ไม่ได้บินไปเพราะคิดว่าบัตรหมดแล้ว อดแล้วแน่ๆ การที่คุณทำแบบนี้คือเข้าข่ายหลอกลวงผู้บริโภคแล้วยังทำร้ายจิตใจผู้บริโภคอีกด้วย แย่ไม่แย่ก็ฝากไว้ให้คิด #แบนlivenationth
125,"ใครที่ว่างงานอยู่ หาค่าขนมมาทางนี้ค่ะ เป็นงานดูยูทูป เพื่อดันยอดวิวค่ะ แค่มีเน็ตก็ทำได้ค่ะ 
สนใจคลิกลิงค์ที่หน้าโปรไฟล์มานะคะ
#bbrightvc #XdinaryHeroes #แบนlivenationth #yinyin_anw #ร้านพี่โชคหมูกระทะเปิดแล้ว #BAMBAM_BESTOFBEST_BKK #bbrightvc #CHENinBKK "
126,"งานดู  YouTobe เพลง ได้เงินแน่นอน
แค่มีโทรศัพท์กับอินเทอร์เน็ต
เงินเข้าบัญชีโดยตรง
สนใจทักมาสอบถามรายละเอียดงานได้เลย
#KimSooHyun #กะรัตพระเวสสันดร #CHENinBKK #8ปีแล้วนะไอ้สัส #adidasThailand #ม็อบ1ตุลา65 #ร้านพี่โชคหมูกระทะเปิดแล้ว #แบนlivenationth "
127,#แบนlivenationth
128," งานดีรีวิวแน่นมากกก 
ใครที่กำลังมองหาค่าขนมช่วงนี้ ขอแนะนำงานดีๆแบบนี้น๊าา

#แบนlivenationth #bbrightvc #ม็อบ1ตุลา65 #ร้านพี่โชคหมูกระทะเปิดแล้ว #CHENinBKK #รอรล่ม #diamondnrk_ "
129,"เกลียดมันจริงๆบอกเลยมันทำให้เซปดูแย่อ่ะ โมโหมากถึงมากที่สุด จัดคอนได้ดูกระจอกมากไอเวนนนน
#แบนlivenationth"
130,เริ่มเลยยยยยย อย่านะคะๆๆๆๆๆ  #แบนlivenationth
131,#หวยงวดนี้ #ตรวจหวย #หอมกลิ่นความรัก #แบนlivenationth #คิมซูฮยอน #กะรัตพระเวสสันดร #กฐินหยิ่นวอร์บอนซ์ #หวยรัฐบาลไทย 
132,"@jypnation
@JYPTHAILAND
เปลี่ยนผู้จัดเถอะค่ะ
Please kindly consider to change from livenationth to others.
#แบนlivenationth"
133,"อุดหนุนผลไม้ช่วยช้างตกงานได้นะคะ

ขออนุญาตใช้แท็กนะคะ
#หวยงวดนี้ #คิมซูฮยอน #กะรัตพระเวสสันดร #BESTOFBEST_BKK #แบนlivenationth #NRTHxNetJames #ตรวจหวย "
134," เข้ากลุ่ม VIP ฟรี !!! 
 คลิ๊ก » 
 รวม หวยรัฐ หวยฮานอย หวยลาว 
 ครบจบในที่เดียว ฟรี!!! 
#แบนlivenationth "
135,"🪷งานดู  YouTobe เพลง ได้เงินแน่นอน
🪷แค่มีโทรศัพท์กับอินเทอร์เน็ต
🪷เงินเข้าบัญชีโดยตรง
🪷สนใจทักมาสอบถามรายละเอียดงานได้เลย
#กะรัตพระเวสสันดร #แบนlivenationth #bbrightvc #ร้านพี่โชคหมูกระทะเปิดแล้ว #ม็อบ1ตุลา65 #adidasThailand #CHENinBKK #EngfaWahara #หอมกลิ่นความรั "
136,"จัดดีๆ มันยากสินะ
#แบนlivenationth"
137,เห็นผู้จัดเซบกับคอนอื่นๆอีกหลายคอนแล้วเจ็บใจเลยอ่ะ คือหาเงินกับติ่งงี้เหรอ บัตรแพงสถานที่หวยวิธีขายบัตรคือเลี้ยหู้มาก คือเข้าใจว่าเงินขาดเพราะสถานะการณ์ในไทยไป2-3ปี แต่คุณพี่จะหาเงินมาหมุนใช้กับติ่งแบบนี้ไม่ได้ค่าาาาา ขนาดอิบิ้งเองแค่เรื่องสถานที่ยังไม่เคลียร์เลย #แบนlivenationth
138,ดันทุรังจนทุเรศไปหมดแล้ว #แบนlivenationth
139,"@livenationth ถ้าจะแย่ขนาดนี้ก็เลิกจัดไปเลยไหม จะกั๊กบัตรไว้หน้างานทำไม ถ้าวันที่กดแล้วเขาไม่ได้บัตรคนจะไปไหมคอนอะ ช่วยขายบัตรแบบโปร่งใส่เถอะ คนที่เขาอยากไปก็ไม่ได้ไป ขายแพงแล้วยังกั๊กบัตรอีก อยากได้เงินก็ทำให้มันดีๆมันยากขนาดนั้นเลย 
 #แบนlivenationth"
140,ถ้าจัดให้บพแล้วบัตรแพงและยังกั๊กบัตรแบบนี้ก็สุดจะทนนะ บพกว่ามันจะมีคอนสักครั้งไม่ใช่บ่อยๆ โปรดเข้าใจชาวบิ้งไทยที่อยากจะดูคอนบพในประเทศไทยด้วย #แบนlivenationth
141,#แบนlivenationth
142,โอ้โหอิเหี้ย คือนึกว่าซื้อบัตรไม่ทันแล้วเลยไม่ไป คือสรุปเมิงกั๊กบัตรหรอเนี้ยยยย #SEVENTEEN #แบนlivenationth
143,"อยากมีเงินกินขนม อยากมีเงินเที่ยว เดมมาสอบถามเลยงับบ

#แบนlivenationth #bbrightvc #ม็อบ1ตุลา65 #CHENinBKK #diamondnrk_ #งานออนไลน์ได้เงินจริง "
144,ประเทศไทยจะเหี้ยทุกอย่างเลยปะ #แบนlivenationth
145,เริ่มเลย #แบนlivenationth
146,ช่วยพิจารณด้วยค่ะเราไม่อยากได้เจ้านี้ @JYPTHAILAND #แบนlivenationth
147,คอนบพ.จะได้ด่าถูก #แบนlivenationth
148,ไม่ได้ดูคอน kpopบ่อยนะ แต่เจอผู้จัด ดีๆมาตลอด บริการดีตลอด และได้บัตรแข็งทุกงาน ได้โปสเตอร์ด้วยอีก #ManiacinBkk คอนรอบนี้ STAY เราได้อะไรบ้างคะ #แบนlivenationth
149,แล้วคอนบพจะป็นยังไง #แบนlivenationth
150,เค้าคิดจะมาดู feed back ของลูกค้าบ้างไหม มีแต่คนสาปเต็มแท็กไปหมด คิดจะพัฒนาปรับปรุงบ้างไหมเอ่ย  #แบนlivenationth
151,คอน บพ.อย่ากั๊กบัตรแล้วมาขายหน้างานแบบนี่นะแก เห็นใจแฟนคลับที่เขาอยากดูจริงๆเถอะ ไหนจะคน ตจว.ด้วยเพราะต้องจองที่พัก ต้องขับรถไป มาขายหน้างานคนที่ไหนจะเหาะไปได้อะ ขายบัตรให้แฟนคลับอย่างโปร่งใสเถอะ #แบนlivenationth 
152,แล้วเด้กหลง #แบนlivenationth
153,ที่นั่งทำสโลฟนิดเดียว จ่ายเกือบ 4000 เพื่อมานั่งที่ราบท้ายๆ ผิดตั้งแต่เป็นชาเลนเจอร์แล้ว ผู้จัดโคตรแย่ นอกจากยังเปิดขายบัตรไม่หยุดหารจัดที่นั่งก็เฮีย ถ้าจัดได้ไม่ดีก็ไม่ควรเสนอหน้ามาจัด บริษัทอื่นดีกว่านี้เยอะ คิดถึงFEOHจัง ถ้าเทียบันเฟโอดีกว่าเยอะเลย #แบนlivenationth @FeohThai
154,อันนี้จริงมาก ไม่มีการตรวจผล atk เลย แต่หน้าเวบเขียนอย่างเว่อ  #แบนlivenationth
155,"หวังว่าอัพเดทนี้ จะรักษาอาการบัคบางอย่างของ Oppo find N ให้ดีขึ้นเพื่อประสบการณ์การใช้งานให้คุ้มกับราคาเงินที่เสียไปหน่อย


#OPPOFindN #สรรเสริญนักข่าวมือถือ #ออปโป้ #oppo #ม็อบ1ตุลา65 #แบนlivenationth #scbล่ม"
156,ทั้งอ่านทั้งดูรูป คือ…..  #แบนlivenationth
157,มึงผู้จัดเดียวกับเราป่ะ อิบิ้ง#.แบนlivenationth
158,แถวg คือให้ดูคอคนข้างหน้า #แบนlivenationth
159,มาค่ะ  #แบนlivenationth
160,อยากให้ JYP พิจารณาดูอีกทีนะคะ  #แบนlivenationth
161,"@JYPTHAILAND คิดใหม่ไหมคะ เด็กหลงมาไทยในรอบหลายปีแต่ผู้จัดห่วยๆแบบนี้คอนมันจะดีได้หรอคะ 
#แบนlivenationth"
162,"ใครอยากมีเงินเก็บเล็กๆน้อยๆแต่ได้เก็บทุกวัน
มีคนสอนงานให้ ทำผ่านมือถือไม่ต้องอบรม สนใจมาสมัครกับเค้าได้เลยน๊า หรือคลิ๊กลิ้งค์หน้าโปรไฟล์ได้เลยงับ
#bbrightvc #แบนlivenationth #CHENinBKK #BETHESUNinBKK #TXTinBKK #TAEYEONinBKK 
#SEVENTEENTH2022 #คิมซูฮยอน 
#BillkinEntertainment "
163,ถึงคอนบพ ถ้าบัตรแพงแต่การจัดการไม่ดี กูก็ไม่ไปค่ะ #แบนlivenationth
164,ถ้าสภาพนี้อยู่​ ยังจัดคอนบพ.ต่อ​ ตอนประกาศ​ขายบัตรกูจะทวิตแม่งทั้งวันทั้งคืนเลย​ ไปดูต่างประเทศจบ​ #แบนlivenationth
165,ห๊ะะ ไม่มีบัตรแข็ง???? #แบนlivenationth
166,ที่นั่งไม่สมกะราคา พูดได้มั้ยพี่จี้ #แบนlivenationth
167,เห็นหลุม2หลุมหน้าสเตจ ว่างกว่าชีวิตกุทุกวันนี้อีก #แบนlivenationth
168,"วันนี้สุดปังๆใครที่หารายได้เสริมยุมาทางนี้ค้าบงานง่ายๆ
เงินเข้าบัญชีตรงเลยใครงานงานช่วงปิดเทอมอยู่มาทางนี้เลยนะคะ‼สนใจสามารถ รีทวิต เมนชั่น เดมหรือเฟบได้เลยค่ะ
#bbrightvc #BETHESUNinBKK #ม็อบ1ตุลา65 #scbล่ม #แบนlivenationth #CHENinBKK #8ปีแล้วนะไอ้สัส #หอมกลิ่นความรัก "
169,"บลิ้ง/บล้อง ไม่เอา live Nation
บลิ้ง/บล้อง ไม่เอา live Nation
บลิ้ง/บล้อง ไม่เอา live Nation
บลิ้ง/บล้อง ไม่เอา live Nation
บลิ้ง/บล้อง ไม่เอา live Nation

#แบนlivenationth"
170,"เห็นลือๆมาว่าไลฟ์เนชั่นเป็นคนจัดคอนของบพ.ถ้างานออกมาเป็นแบบงานวันนี้เทรนด์ด่า7วันแน่นอน 
#แบนlivenationth @livenationth"
171,ละอีงานวันนี้กูเห็นแฟนกะรัตหาบัตรกันแทบตาย กดกันยาก กุก็นึกว่าแน่น โถอี  #แบนlivenationth
172,ลำพังแค่ตัวผู้จัดเอาคอนมาอัดๆๆๆๆ กันช่วงนี้แบบไม่มีสติคิดถึงผู้ซื้อก็แย่แล้ว จัดคอนยังจัดกาก ดูถูกทั้งผู้บริโภคทั้งศิลปิน บริหารการขายไม่ได้จนหลุมโล่ง เสียหมดทุกฝ่าย แต่มึงได้ตัง อย่างเหี้ยอะ  #แบนlivenationth
173,คอนบพ.ใช่ผู้จัดนี้ด้วยรึเปล่า? มึงอย่านะ กูคาดหวังสุดๆดูวีรกรรมแล้ว กูแบบ....#แบนlivenationth
174,เห็นระบบการกดบัตรของคอนนี้กับจำนวนคนที่ไปคอนจริงคือโคดจะไม่สัมพันธ์กันสุดๆ เห็นหลายคนบ่นว่ารอบเมมเบ้อก้มีที่ให้กดไม่เยอะแปปเดียวเต็มแต่หน้างานอย่างโล่งแถมมีขายบัตรหน้าคอนอีก แล้วทำไมไอผู้จัดห่วยแตกแบบนี้ถึงเป็นคนดีลแบลคพิ้งมาได้วะ #แบนlivenationth
175,"เปลี่ยนผู้จัดคอน สเตคิด ใหม่
ผู้จัดคอนเจ้านี้ไม่โอเค ไม่อยากให้ ศลป มาเห็นอะไรแบบนี้ โปรดพิจารณาใหม่
ดูความเหี้ยได้จาก #แบนlivenationth   @JYPTHAILAND"
176,"หาเงินช่วงปิดเทอมกันคับ  หาเงินเปย์ตัวเองเอง
หาเงินซื้อโทรศัพท์  เก็บเงิน  ออมเงิน  ในช่วงปิดเทอม
 ไม่เข้ากลุ่ม ไม่ลุกทิม ไม่ลูกโซ่   ถูกกฎหมาย 
#ม็อบ1ตุลา65 #bbrightvc #scbล่ม #แบนlivenationth #กะรัตพระเวสสันดร #หอมกลิ่นความรัก #CHENinBKK #คิมซูฮยอน "
177,คือที่ไปมา2งาน ของ live nation คือเบคเยริน กับ pink sweats ไม่เห็นมาตอบคำถาม อำนวยการจัดคอนห่าอะไรเลย เหมือนขายบัตรได้กูก็สะบัดตูดไปขายอย่างอื่นแล้วอะ หน้าคอนพี่หมียังมีแบ็คดรอปงานอื่น (ที่ยังขายไม่หมด) พ่วงมาอีก พอเป็น eticket แล้วเก็บตังค่าบัตรกูทำไมก่อน สันดาน #แบนlivenationth
178,อ่านแท้กแล้วโกรธ หนุไม่อยากให้อินี่มาจัดของสตคเลยอ่ะ ฮือออออออออ #แบนlivenationth
179,อ่านแล้วฮืออิบิ้งมึงคิดดีๆ อิวายจี อิหัวนม  #แบนlivenationth
180,"หัวจะปวด ผจ แบบเกินไปไหมหลอกลวงหรอ
#แบนlivenationth"
181,อิบิ้งยังไม่หมดกรรมนี่หว่า ได้ผู้จัดนี้นี่#แบนlivenationth
182,เห็นมีปัญหาทุกรอบผู้จัดเคยกลับไปมองปัญหาที่ผู้บริโภคเค้าฟีดแบคกลับมั้ย ไม่ได้ติดเพื่อแบนอะไรนะเพราะมันก็มีอยู่แค่ไม่กี่เจ้าแต่อยากให้รู้ปัญหาอ่ะ แล้วคอนที่จะมาอีกหลายวง นี่คือแพนิครอแล้วราคาบัตรมันแพงถ้าจัดงานได้คุ้มก็ว่าไปอย่าง #แบนlivenationth
183,"วันนี้สุดปังๆใครที่หารายได้เสริมยุมาทางนี้ค้าบงานง่ายๆ
เงินเข้าบัญชีตรงเลยใครงานงานช่วงปิดเทอมอยู่มาทางนี้เลยนะคะ‼สนใจสามารถ รีทวิต เมนชั่น เดมหรือเฟบได้เลยค่ะ
#bbrightvc #BETHESUNinBKK #ม็อบ1ตุลา65 #scbล่ม #แบนlivenationth #CHENinBKK #8ปีแล้วนะไอ้สัส #หอมกลิ่นความรัก "
184,"ตลก ผจ หน้าเลือดมาก
#แบนlivenationth "
185,ตามนี้ฮะ #แบนlivenationth
186,"แบบสเตจสั้นมากแบบเอ้อหยุมหัว
#แบนlivenationth"
187,"สนใจหารายได้เสริมมั้ย
-ไม่จํากัดอายุ
-ไม่จำกัดเพศ
-ไม่ใช่การพนัน
-ไม่โกงเเน่นอน
(ขึ้นอยู่กับความขยัน)
#bbrightvc #แบนlivenationth #ม็อบ1ตุลา65 #ม็อบ1ตุลา65 #BETHESUNinBKK  #scbล่ม #yinyin_anw #หวยรัฐบาล "
188,ชะตากรรมอิบลิ้งค์ 🥹  #แบนlivenationth
189,ในที่สุดก็มีสักที กุรอมานาน #แบนlivenationth
190,ทำไมกี่งานๆก็มีแต่คนสาปงี้อ่ะ แล้วบพคือไม่เอาผจนี้ได้ม่ะ #แบนlivenationth
191,แปลกมาก ควรทำให้เค้าดีกว่านี้นะ เดตั้งแต่2015แล้วอะ ระดับworld tour นะเว้ยย  #แบนlivenationth
192,เห็นสภาพสเตจละแบบ ห่วยขนาดนี้ก็กล้าขายแพง #แบนlivenationth
193,เเบนเเม่งเลยอิห่าราก #แบนlivenationth
194,จัดฮอลแบบนี้ไม่โอเคเลยอ่าา ฟีลไม่ได้เท่าอารีน่าไม่ก้โดมสำหรับคอนไปเลย ไม่ก้องเท่า แสงอีกอะ เสียใจนะ #แบนlivenationth
195,เจวายพีเปลี่ยนคนจัดเหอะมันแบบไม่ไหว #แบนlivenationth
196,"ดวีดีโอเพลงโฆษณาดูจบโอนเลยดูเพิ่มยอดวิวปั่นวิวไม่ต้องไปไหนนั่งดูอยู่บ้านเงินเข้าบัญชี
คลิปละ40บาท
เพลงละ80บาท
เดมมา
#ม็อบ1ตุลา65 #แบนlivenationth #CHENinBKK #scbล่ม #bbrightvc #หอมกลิ่นความรัก #yinyin_anw #diamondnrk_ #รอรล่ม "
197,ชะตากรรมอิบิ้งในอนาคตปะ กะอิผู้จัดนี่ ฮือออ #แบนlivenationth
198,"ดูยูทูปดูคลิปเอ็มวีแค่มีเน็ตก็มีเงินใช้คนช้อบห้ามพราดแค่ปัดๆจิ่มๆมือถือก็มีเงินใช้ดูเพิ่มยอดวิวแบบง่ายๆดูเสร็จเงินเข้าบัญชีเลย
คลิปละ40บาท
เพลงละ60บาท
โฆษณาละ80บาท
เดมมา 
#แบนlivenationth #scbล่ม #yinyin_anw #CHENinBKK "
199,ขอให้ทุกค่ายเลิกใช้งาน #แบนlivenationth
200,"สะเตไทยดีใจเก้อ เด็กหลงมาไทย เย้ๆๆๆๆ แต่ดูสภาพผู้จัด บ้งทุกทาง เจวายพีต้องพิจารณาใหม่แล้วมั้ย  ไม่อยากโดนแกง ไม่อยากให้เด็กหลงเจอผู้จัดแบบนี้ค่าาาาาาาา

#แบนlivenationth"
201,สงสารเซบทีนงานหน้าเปลี่ยนผู้จัดเถอะ #แบนlivenationth
202,เออ #แบนlivenationth
203,"เสตจก็คืออิหยังอะสู สั้นมากกก
#แบนlivenationth "
204,แหกตาหาตังค์ตั้งแต่สามเดือนก่อน เพื่อมาเจอ ว่าผู้จัดกักบัตรไว้ เดิมทีไม่ซีเรื่องที่นั่งมากนะ แต่คิดแทนคนที่ยอมจ่ายโซนที่ไม่อยากไปแล้วแค้นแทน ทำอย่างกับเล่นขายของ #แบนlivenationth
205,ที่กองอยู่น่าจะเป็นบัตรเปล่ามั้ย แบบมันเข้าเครื่องไปพิมพ์อีกที น่าจะไม่เหลือเยอะขนาดนั้นมั้งงงงงงง … ไม่ได้ดีเฟ้นแต่คิดอีกมุม ถ้าไม่ใช่ขออภัย เดี๋ยวก็ต้องเจอผู้จัดนี้เหมือนกันปวดหัวรอเลย #แบนlivenationth 
206,อ่านแท็กละแบบตายโหงละถ้าบริษัทนี้จัดคอนบพจริงๆ #แบนlivenationth
207,อย่าผีให้มันมากค่ะ #แบนlivenationth
208,@JYPTHAILAND มาดูพฤติกรรมผู้จัดรายนี้แล้วพิจารณาใหม่หรือออกสเตทเม้นท์แจ้งให้แก้ไขด้วยค่ะ สเตย์รอเจอน้องมาหลายปีอย่าให้เค้ามาเล่นกับใจแฟนคลับที่รักและสนับสนุนศิลปินคุณ #แบนlivenationth
209,"บอกว่าโอนกรรมสิทธิ์​ไม่ได้ ชื่อต้องตรงกับบัตรเท่านั้น แต่คุณพรี่ไม่ดูอะไรเลย แค่แสกนตั๋ว จบ วัคซีนยังไม่ดูเลยย แล้วคิดว่ามันถูกเหรอคะ เหรอคะ
#แบนlivenationth"
210,อย่าให้ใครต้องมารับกรรมแบบนี้อีกเลย #แบนlivenationth
211,พิถ่ายมาให้ แล้วคือจอเล็กมาก แถวริมๆดูอะไรหรอคะ #แบนlivenationth #SEVENTEENinBKK 
212,"ควรแจ้งสคบ.ไหมคะแบบนี้เข้าข่ายหลอกลวงผู้บริโภค​ไหม แล้วเอาจริงๆวันกด2วันแรกคนรีบกดเพราะกลัวไม่ได้บัตรเพราะไม่รู้ว่ามีการล็อคบัตรแต่ขึ้นกดไม่ได้แล้ว แล้วบัตรขายหน้างานมาไง เสียความรู้สึกมากค่ะ ได้โปรดอย่าจัดงานหน้าhee แบบนี้ 
#แบนlivenationth"
