,Tweet
155,ประเด็นล้างหนี้กยศ.แม่งควรเป็นการถกกันของชุดความคิดที่จะผลักดันให้การศึกษามันถูกพัฒนาจนไม่มีใครควรเป็นหนี้จากการศึกษา ไม่ใช่มาใช้แท็กเอาผู้หญิงแก้ผ้ามาปรนนิบัติมึงแล้วบอกว่าใครอยากล้างหนี้ให้ไปหามึง อีชาติควย
156,"มีคนเสนอให้ล้างหนี้กยศ เฉพาะค่าใช้จ่ายรายเดือน 3,000 ไม่รวมค่าเทอม /อันนี้โอเคนะ เพราะถ้าคิดมันเป็นค่าครองชีพ รัฐบาลอยากช่วยลดภาระให้ มันก็ทำได้ แล้วคนที่กู้มันก็กู้ 3k เท่ากันหมด ไม่ต้องมานั่งอิจฉากัน"
157,@JiPaTaBook (ลูกหนี้ กยศ. มากกว่า 70% ก็เป็นลูกหลานเกษตรกรด้วยแหละ ดีไม่ดี พวกเขาคือคนกลุ่มเดียวกันที่ need การช่วยเหลืออันเนื่องมาจาก consequences ของปัญหาโครงสร้าง..หากตรรกะไม่ผิดเพี้ยน ถ้าเห็นด้วยการล้างหนี้เกษตรกร ..การล้างหน้า กยศ. ก็คือ category เดียวกัน)
158,คนกูกยศบางคนกู้มาแต่ไม่ได้เกี่ยวกับเรียน แล้วมาล้างหนี้ไห้5555555555   ตลกดี555555 
159,"จะล้างหนี้ เอาอะไรคิด ก็เคยมายืมเงินคุณ ตามข้อตกลง ตามสัญญา คุณจะยกหนี้ให้เขาไหม ตอนนี้นี่กยศทั้งหมด ไม่ต่ำกว่า 50,000 ล้าน #มาตรา112
#คณะล้มเจ้า "
160,อิจฉาคนเอาเงินกยศไปทำผม?? มึงอยากล้างหนี้ให้อีพวกนี้จริงดิ หรือมึงคือ1ในคนเอาเงินไปทำผมอ่ะ เห็นดิ้นอยากล้างหนี้จัง 
161,"จากที่ไปม็อบชาวนา เขาไม่ได้ขอล้างหนี้ ทุกคนพร้อมใช้หนี้ แต่ขอให้รัฐมารับหนี้ชาวนาและเขาขอไปเป็นลูกหนี้รัฐ เพื่อป้องกันการยึดที่ดินไปขายทอดตลาดให้นายทุน

ส่วน กยศ.ทุกคนเป็นลูกหนี้รัฐ และดอกเบี้ยรายปีถูกมากอยู่แล้ว เพราะงั้นยืมมาทำอะไร ก็ควรคืน "
162,"เมื่อไหร่คนจะเก็ทพ้อยว่า จะเอาไปซื้อห่าเหวไรก็ซื้อไปเหอะ แต่ ""จ่ายหนี้ด้วย"" 

ที่คนออกมาด่ากันเพราะ ""คนที่ไม่อยากจ่าบหนี้คืน"" มันดีใจกับมติ ""ล้างหนี้ กยศ"" วันที่ข่าวเรื่องล้างหนี้ออกมา อิผู้กู้กี่สิบตัวดีใจระริก อีกกี่สิบตัวที่จ่ายไปแล้วออกมาทวิตว่า""เสียดายเงิน รู้งี้ไม่จ่าย"" "
163,ไม่กล้าออกไปเรียกร้องแก้ปัญหางบเลี้ยงปรสิต งบคอรัปชั่น งบซุ้มงบป้าย เลยมาบี้เอากับล้างหนี้ กยศ คนจนแหละ มันง่ายดี
164,เห็นมั้ย ถึงสงสัยว่าไอ้พวกที่ด่าๆเรื่องล้างหนี้กยศ.คือเขาเคยสัมผัสการกู้จริงๆมั้ยว่าเงินมันมายังไงหรือไปฟังใครเขามา5555555
165,การเรียนฟรี หรือ ล้างหนี้กยศ. ไม่ได้ห้ามคนชนชั้นไหนมาใช่สิทธิทั้งนั้นค่ะ แค่ทุกคนเป็นคนไทย สวัสดิการแบบถ้วนหน้า ไม่ว่าคุณจะเป็นกรรมกร เป็นชาวนา ลูกของคุณขอได้รับสวัสดิการจากรัฐที่เท่าเทียมกับลูกของหมอ ลูกของนายอำเภอ #รัฐสวัสดิการ
166,ทำไมล้างหนี้เกษตรคนเห็นด้วยเกือบ 100% แต่ล้างหนี้ กยศ. ดันไม่เห็นด้วยเยอะ 555555 ตลกดี
167,หลายคนที่มาไม่ยอมให้ยกเลิกกยศ.หรือล้างหนี้กยศ.นี่ ก็เรียนฟรีจากสิทธิบุตรหลานข้าราชการด้วยนะ 
168,เห็นด้วยกับการล้างหนี้กยศ.ไหม
169,@Return_546 เราขออธิบายเพิ่มเติมนะคะ เรารณรงค์ให้เรียนฟรีถึงอุดมศึกษา และล้างหนี้กยศ.ค่ะ ดังนั้นในอนาคตเงินภาษีที่ประชาชนถูกเรียกเก็บไปทุกๆปีนั่นแหละที่ควรนำไปสร้างเป็นสวัสดิการ คนรุ่นต่อไปก็สามารถเรียนได้โดยสิทธิค่ะ
170,ส่วนตัวมองว่าเรื่องตัวเลขมันคือการคำนวณ เอางบประมาณมากาง กดเครื่องคิดเลขก็ได้คำตอบว่าเรียนฟรีมีเงินเดือน+ล้างหนี้กยศ.เป็นไปได้ไหมแล้ว ซึ่งต่อให้ทุกวันนี้เราจะมีเงินพอแต่มันก็ยังเป็นไปไม่ได้เพราะคนไม่เชื่อ นี่คงเป็นเหตุผลที่คนมักจะพูดในแง่ศีลธรรมมากกว่าเพื่อทำให้คนเชื่อก่อน
171,@WeAre99Percentt อย่างน้อยที่สุด อย่างเรื่องล้างหนี้กยศ มันเป็นไปไม่ได้เลย ที่จะเสนอล้างหนี้มา โดยไม่มีคำอธิบายว่า มีกลไกอย่างไรไม่ให้เดือดร้อนคนที่ต้องกู้ถัดไป ถ้านโยบายเรียนฟรียังไม่สำเร็จ ยิ่งถ้าไม่คุ้นเคย ยิ่งต้องศึกษาและเสนอให้ดี (4)
172,@Marc75209514 อีกอย่างคือเราต้องไปคุยกับกลุ่มผู้ได้รับผลกระทบจริง ๆ หรือ stakeholders ทั้งหมด เช่น ล้างหนี้ กยศ. ต้องคุยกับนักศึกษาผู้กู้ยืม ผู้ปกครอง กระทรวงการคลัง etc. เพื่อสร้างนโยบายที่ตอบโจทย์ ไม่ใช่มานั่งเดาเอาเองบนทวิตว่าเค้าอยากได้อะไรกันมั่ง
173,จริง คนที่เรียกร้องล้างหนี้กยศ.ส่วนใหญ่ไม่ได้กู้ทั้งนั้น แต่โดนด่าเหมือนคนจะหนีหนี้  มองกันแค่มุมแคบๆแค่หนี้ต้องใช้ๆๆๆ คุยอีก 10 ชาติจะเปิดใจมั้ยก็ไม่ทราบ
174,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  ผ่าน @YouTube
175,ก็ถ้า เรี่อง ล้างหนี้กยศ พรรคทำไม่ถูกใจจะไม่เลือก ก็ไม่ต้องเลือก มีพรรคอื่นๆมากมายไปหาเอาพรรคที่ถูกใจ เราคนหนึ่งไม่สนับสนุนคนเป็นหนี้แล้วไม่จ่าย กู้ได้ก็ต้องจ่ายได้ ถ้าก้าวไกลจะเสียคะแนนตรงนี้ก็ช่างมัน อย่าไปสนับสนุนคนไม่อยากจ่ายหนี้
176,@dog_overload ผลักดันเรื่องเรียนฟรีถึงมหาลัยให้ได้ก่อน ถึงจะยกเลิกหนี้กยศ.ได้ ถ้าล้างก่อนที่จะเรียนฟรีได้ รุ่นต่อไปจะยังไง ถ้าใครไม่มีจ่าย ก็มาขอเปล่าๆงี้เหรอ?  เราว่าควรจัดลำดับการผลักดันให้ดีๆนะ
177,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  via @YouTube #กยศ #ล้างหนี้กยศ
178,ข้อเสนอล่าสุดของ พท เรื่องหนี้ กยศ อาจจะไม่ถูกใจไอเดียเรื่องล้างหนี้ไปเลย คิดว่าพรรคก็คงคิดเหมือนกันว่าตอนนี้เรียนฟรีมันยังไม่สำเร็จ มันต้องหาทางแก้ไขกันไป แต่จริงๆภาพรวมที่เสนอดูดีกว่าก้าวไกลอยู่พอสมควร
179,@JiPaTaBook ผมเป็นโหวตเตอร์ส้มที่ไม่เห็นด้วยกับล้างหนี้ กยศ. และคิดว่าพรรคมีท่าทีที่ดีแล้ว
180,"ล้างหนี้ กยศ. : คนกู้เรียนเผยประสบการณ์ใช้หนี้ 20 ปี กับข้อเสนอเรียนฟรี มีค่าครองชีพ และล้างหนี้ กยศ.
"
181,"ไม่อยากแตะศาสดาท่านนี้เท่าไร เบื่อทัวร์ลง

่ขณะที่สนับสนุนเรียนฟรี บอกว่าไม่อยากให้กู้ยืมแบบอนาถา (ไม่อยากใช้คำว่าสังคมสงเคราะห์แบบเดียวกัน เพราะคนละความหมาย) แต่พอจะให้ล้างหนี้ กยศ. ก็เอาเรื่องอนาถามาพูด

ปัญหาคือ หากจบ ป.ตรี แล้วจ่ายหนี้ไม่ได้ แสดงว่าปัญหามันใหญ่กว่านั้น (ต่อ) "
182,ถ้าหากล้างหนี้ทั้งหมดให้ลูกหนี้ กยศ. 3.4 ล้านราย กองทุน กยศ.จะไม่มีเงินหมุนเวียนให้กู้เพิ่มได้อีกต่อไป เด็กนักเรียนนักศึกษารุ่นหลังก็หมดโอกาสได้กู้เงินไปศึกษาต่อเพื่ออนาคตที่ดีขึ้นอีกเลย #สำนักข่าวหัวเขียว #ไทยรัฐออนไลน์ 
183,"ฟังแล้วก็ยิ่ง support ความคิดตัวเองในประเด็นล้างหนี้กยศ.และเรียนฟรีมีเงินเดือนเพิ่มขึ้นอีก, หากใครยังสงสัยว่าล้างหนี้กยศ./เรียนฟรีมีเงินเดือนเป็นการนำเสนอบนพื้นฐานความคิดแบบใด และจะใช้วิธีการใดเพื่อให้ไปถึง รัฐไทยมีเงินพอที่จะทำรึเปล่า คลิปนี้มีคำตอบให้ "
184,อยากให้พพี่ ท. นักฉอด ยอดนักแอดจูเขต(จากบนหอคอยงาช้าง) ออกมาด่าประเด็นงบทหารแบบตอนล้างหนี้กยศ.บ้างจัง 
185,"รายการนี้พูดเรื่องกยศ.ดีอ่ะอยากให้ไปดูกัน โดยเฉพาะคนที่ด่าคนที่กู้เรียน กับค้านเรื่องล้างหนี้

SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  via @YouTube"
186,"@huntercat_ning @meVnus @Tyrion1007 ใช่ครับ เป็นหนี้ต้องใช้
ถ้าจะให้เรียนฟรี ให้มีผล ณ วันที่ประกาศ ไม่ใช่ไปประกาศย้อนหลัง แล้วไปล้างหนี้ที่เกิดขึ้นแล้ว

*ย้ำอีกทีนะ ตัวผมเองมีหนี้กับ กยศ ยังไม่เห็นด้วยเลยนะ*"
187,เรียกร้องให้ล้างหนี้กยศ.นี่ก็ไม่คิดว่ามันจะล้างหนี้ให้หรอก แต่ก็อย่างน้อยก็ทำให้ได้รู้ความคิดชนชั้นกลางของไทยดีว่าเห็นแก่ตัวกว่าที่คิด 
188,เป็นรุ่นพี่ที่ กู้ กยศ แต่ ไม่ เห็นด้วยกับการล้างหนี้ แบบ ยกเลิกทั้งหมด แต่ควรจะ เป็น ไม่เก็บดอกเบี้ย และ กรณี ผู้ผ่อน ผ่อนเกินครึ่ง สามารถล้างหนี้ได้ อันนี้เห็นด้วย ว่า แต่ รุ่นพี่คนไหนที่เห็นด้วย แบบล้างหนี้เลยอ่า อยากรู้ ว่า เค้าจ่ายหมดยัง ? 
189,"มาฟังก่อน!!! แล้วมาคุยต่อ!!! 

SpokeDark / Talk : ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง
 "
190,"ถึงแม้การล้างหนี้ จะทำเมื่อปรับอุดมศึกษาให้เรียนฟรี แต่การล้างหนี้ย้อนหลังอาจจะสร้างวินัยที่ผิดอยู่บ้าง
- เดิมการเลือกกู้เป็น option มีคนจำนวนหนึ่งที่ไม่เลือกกู้ จึงอาจรู้สึกเสียโอกาสโดยเปล่าประโยชน์
- การกู้ กยศ มากกว่าเรียนฟรี เพราะมี คชจ บางส่วนให้ด้วย ต่างจากการเรียนฟรี
(ต่อ)"
191,อยากให้การศึกษามันควรฟรีเข้าใจ แต่ถ้าอยู่ๆเราล้างหนี้ให้หายไปเลยคือระบบโครงสร้างเงินในประเทศไทยจะเป็นไงล่ะ หนี้คือเงินที่เคยถูกยืมและเซ็นสัญญาการกู้ยืมแล้ว ถ้าจะมีการจัดการเรื่องกยศจริงๆก็ควรจะเป็นการจัดการโครงสร้างกยศไม่ใช่การล้างหนี้แบบกระทันหันแบบนี้นะ #ล้างหนี้กยศ
192,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง   ผ่าน @YouTube
193,@dog_overload ล้างหนี้ กยศ #ยกเลิกเกณฑ์ทหาร
194,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  ผ่าน @YouTube
195,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  ผ่าน @YouTube
196,อยากให้ทาง @MFPThailand และส.ส. @nateepat_mfp @nuttha_MFP ได้ลองฟังการสนทนาเรื่องล้างหนี้กยศ.จากคลิปนี้ว่าพอจะเป็นนโยบายของพรรคได้ไหมครับ   
197,"SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  via @YouTube
มาดูกันค่ะ #รัฐสวัสดิการ"
198,ความเคลื่อนไหวเรียกร้องให้ล้างหนี้ กยศ. กลายเป็นประเด็นวิพากษ์วิจารณ์กันพักใหญ่ในช่วงเดือนที่ผ่านมา และเกิดขึ้นในช่วงเวลาไล่เลี่ยกับการพิจารณา พ.ร.บ.กยศ.ฉบับใหม่ ที่เป็นการแก้ไขเพิ่มเติมจากฉบับปี 2560 
199,ล้างหนี้ กยศ. : คนกู้เรียนเผยประสบการณ์ใช้หนี้ 20 ปี กับข้อเสนอเรียนฟรี มีค่าครองชีพ และล้างหนี้ กยศ.
200,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  via @YouTube
201,แต่ชนชั้นกลางกลัวคนจนได้ล้างหนี้ กยศ มากกว่า 
202,@MiNiKooNG ที่สงสัยคือ ระหว่างที่เรียนฟรียังไม่เกิด แต่คนหยุดจ่ายหนี้กยศ เพราะคิดว่า#ล้างหนี้กยศ จะผ่านล่ะ ช่วงนี้เอาเงินที่ไหนเรียนดี
203,พรรคไหนมีนโยบายล้างหนี้ กยศ. ลด/ยกเลิกดอกเบี้ย นี่ปัดตกทันทีนะ ไม่มีเลือกพวกที่คิดจะส่งเสริมให้คนขาดความรับผิดชอบเด็ดขาด
204,"ฟังแล้วก็รู้สึกว่าคนไทยแม่งก็เหมาะกับสภาพสังคมแบบนี้แล้ว โชคดีนะเด็กๆ รุ่นหลัง.
SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง "
205,"NEW!!!

SpokeDark / Talk : ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง
 "
206,"SpokeDark / Talk : ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง
 "
207,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว... 
208,ยังมีเด็กที่อยู่ระหว่างรอยต่อ #ล้างหนี้กยศ กับ #เรียนฟรีต้องฟรีจริง ด้วย ถ้าทุกคนหยุดชำระ กยศ เพราะเห็นว่าเดี๋ยวก็ล้างหนี้ คนที่อยู่รอยต่อว่าเรียนฟรีจริงยังไม่มี แต่กยศไม่มีเงินให้แล้วจะทำไงหว่า 
209,"ล้างหนี้กยศ. ชวนฟังค่ะ มันดีมากเลย
"
210,@kmCegW ค่ะ เห็นในทวิต ไม่ใช่แค่ยกเลิกดอกเบี้ยแบบที่คุณว่า แต่เป็น’ออกกฏหมายล้างหนี้กยศ’ มันเป็นอารมโมโหแบบเพื่อ? อะไรหนิ
211,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? 
212,กู้กยศมันคือถ้าไม่กู้ก้ไม่ได้เรียน ละได้เรียนจบไปก้หวังว่าจะเพิ่มโอกาสได้งานดีดีมาล้างหนี้ แต่ความชิบหายคือจบออกมาเศรษฐกิจไม่โตป.ตรีไม่ได้ 15000 ค่าครองชีพในเมืองที่มีงานสูงสุดท้ายมีงานทำก้ทำงานใช้หนี้ไม่มีเงินเก็บ ทำงานไปวันๆ จนกว่าหนี้จะหมดพอหนี้หมดถึงจะเพิ่งได้เริ่มตั้งตัว
213,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  ผ่าน @YouTube
214,"SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? 
"
215,อิตอนยกมาอ้างเรื่องหนี้การศึกษา อิฝั่งไม่ล้างด้วยนะที่อ้างว่าเมกาก็มีกยศ. ละอิพวกล้างต้องไหว้สาบอกมึงจะอ้างประเทศอะไรก็ได้ แต่อย่าอ้างเมกา ประเทศเหี้ยเรื่องหนี้การศึกษา 
216,เถียงเรื่องล้างหนี้กยศ.กับชิบหายวายวอดจนเป็นข่าวได้ อิฝั่งที่บอกว่าไม่มีประเทศไหนในโลกเค้ามาล้างหนี้กยศ.ให้หร๊อก ตอนเซนมึงเซนเองนี๊ รับสภาพเอง ไม่ถึง 2 อาทิตย์ เมกาแม่งประกาศล้างหนี้กยศ. ฟุ่มมมมม กูนี่ขำไม่ไหวจริง
217,"สรุป พทกก ถอยจากล้างหนี้กยศมาก้าวหนึ่ง เดะไปส่องคลิปก่อน คลิปไหนที่เขาว่าดราม่าร้อนในทวิตทำให้พรรคถอยกรูดกันหมด

ถึงเฉียดๆไปก็ดี แต่ก็เกือบจะเป็นรัฐสวัสดิการก็อยากให้ดันไปเลยจริงๆนั่นแหละ มวลชนก็สู้ๆนะฮะ"
218,"ตอนล่าสุด!!! SpokeDark / Talk : ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง
 "
219,อ.จั๊ก พูดเรื่องล้างหนี้ กยศ. ใน spokeDark แกบอกพอมีดราม่าในทวิตพรรคการเมืองเกือบทุกพรรคถอยทันที เพราะกลัวเสียคะแนนเสียง  รวมถึงก้าวไกลด้วเปล่านิ ใจกูอยากให้ก้าวไกลชูป้ายไฟล้างหนี้ กยศ. ไปเลย แบบสับแบบทุบ
220,@k0b_k0b @MatichonOnline ปสด.ล้างหนี้ กยศ. อเมริกาทำแล้วจ้า
221,SpokeDark / Talk: ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง [ร่ว...  via @YouTube
222,"SpokeDark / Talk : ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง
 "
223,"@stopcredulity2 เรื่องร่างอยู่ในสถานที่ไม่แน่ใจครับ จำได้ว่าเซฟข้อมูลไว้อยู่แต่ ขก ค้นตอนนี้555

แต่ที่แน่ๆแคมเปญล้างหนี้เป็นของ ศูนย์วิจัยรัฐสวัสดิการ @welfarewillwin นำโดยอ.จั้กษ์ครับ เพราะผมตามมาตั้งแต่ตอนเชิญอาจารย์มาจัดสเปซ แกเกริ่นไว้ ละต่อมาก็ปล่อยเรื่องเรียนฟรี ละก้ต่อด้วยล้างหนี้กยศคับ"
224,"NEW!!! SpokeDark / Talk : ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง
 "
225,SpokeDark / Talk : ล้างหนี้กยศ. เรียนฟรี มีเงินเดือน ไม่ดีตรงไหน? งง   #ล้างหนี้กยศ  #เรียนฟรีมีเงินเดือน #การศึกษาไทย 
226,แต่อันนี้ก้าวไกลยังประมาณว่าระยะสั้นอาจจะต้องแก้ปัญหาเรื่องหนี้กยศ.ก่อน ยังไม่ถึงขนาดล้างหนี้ แต่ระยะยาวก้าวไกลมองว่าให้เรียนอุดมศึกษาฟรี 
227,"การล้างหนี้การศึกษาคงเป็นเรื่องที่ทำได้ยาก แต่อย่างน้อย กยศ. ควรพิจารณายกเลิกดอกเบี้ยผิดนัดที่ไม่สมเหตุสมผล พร้อมกับปรับวิธีการทำงานเสียใหม่ ไม่ใช่เน้นแก้ปัญหาที่ปลายเหตุคือไล่ติดตามฟ้องร้องเพื่อทวงเงินคืนสู่กองทุน

อ่านบทความได้ทาง 

#EconomicCrunch #กยศ "
228,อยากให้มีถกเรื่องล้างหนี้ กยศ. กะ รัฐสวัสดิการด้วย #ถกถาม
229,ล้างหนี้ กยศ. “ผมจะดีใจมาก ถ้ารุ่นน้องจะไม่ต้องลำบากเหมือนที่ผมเคยผ่านมา” 
230,ล้างหนี้ กยศ. “ผมจะดีใจมาก ถ้ารุ่นน้องจะไม่ต้องลำบากเหมือนที่ผมเคยผ่านมา” 
231,"ชอบอันนี้ เหมือนพาดหัวจะผิดหน่อย 

""ล้างหนี้ กยศ. : ทำไมบางประเทศยกหนี้กู้เรียนให้ประชาชน"" 

ยกกรณีตัวอย่างของต่างประเทศมาประกอบกันด้วย กำหนดรายได้ที่จะเริ่มจ่ายคืน (ไทยก็มี) แต่เท่าที่ดูไม่มีกรอบเวลากำหนดชำระให้ เพราะปล่อยยาวไปเรื่อยๆ ต่างจากไทย
"
232,"@DemonDark_Angel @johnwinyu ธรรมดาเงินกยศ ก็มีไม่ค่อยพอเข้าอยู่แล้วครับ
ยิ่งมีแคมเปญล้างหนี้มาอีก คนก็ยิ่งหยุดคืนเพราะไหนๆจะล้างแล้ว คืนทำไมอีก

คราวนี้ยิ่งไม่มีเงินเข้ายิ่งกว่าเดิมครับ"
233,เรื่องล้างหนี้กยศ ชั้นไม่ค่อยมีความรู้ หาอ่านได้ที่ไหนนนนนนน
234,ช่วงแบงค์ไทยมีปัญหาหนี้ npl เยอะๆ มีหนี้ที่ต้องเข้าฟื้นฟู/ปรับโครงสร้างหนี้ ทั้งลูกหนี้ corporate/sme แต่ไม่ใช่ทั้งหมดหรอกที่ tricky ตั้งใจเบี้ยวหนี้ บางรายธุรกิจไม่รอดเพราะสายป่านไม่ยาว ขาด w/c แต่ทุกรายโดนประวัติหนี้เสียเหมือนกันหมด แล้วมันก็คนละเรื่องกับการยกหนี้ ล้างหนี้ กยศ
235,เพราะล้างหนี้ กยศ ตัวเองเสียผลประโยชน์ไง ที่เหลือไม่ได้เสียหายอะไร 555555555 อยากได้รัฐสวัสดิการ(ที่ตัวเองได้) 
236,"ปลดกำไล EM : ไม่ได้เป็นประเด็นที่คนสนใจ
ยกเลิก 112 : ไม่ได้เป็นประเด็นที่คนสนใจ
เรียกร้องสิทธิประกันตัวมวลชน : ไม่ได้เป็นประเด็นที่คนสนใจ
ล้างหนี้กยศ : แถกหีมาด่าตั้งแต่สามยอดแต่ถามว่าลงชื่อผลักดันอันอื่นไหม ก็ไม่ได้เป็นประเด็นที่คนสนใจ

ทุเรศปะคิดว่า"
237,จะเป็นจะตายกับคำว่า Ignorant แต่ไม่ทำส้นตีนไรสักอย่าง พอคนเขาผลักดันกม.ล้างหนี้กยศ. เสือกเป็นฟืนเป็นไฟ คนเป็นหนี้ก็ต้องใช้หนี้ พวกที่ทำเรื่องนี้มันฟุ้ง ในขณะที่มึงนั่งด่าเขาในบ้านราคาแพง รถสุดหรู แต่มีคนหลุดจากระบบการศึกษาเท่าไหร่ ไม่สนใจแม้แต่เขาผลักดันพร้อมร่างอื่น อีลีทอีสัส
238,@NuuNuu_Official @beimbomt ไม่ได้ไม่ให้ใช้ครับ หลักการคือช่วยรีไฟแนนซ์ให้ ดอกเบี้ยที่โดนไม่โหดเกินไป และกรณีนี้เทียบกยศ.ไม่ได้ เพราะดอกโหดที่โดนกันช่วงทำมาหากินไม่ได้ ก็ไม่ได้ถูกเท่ากยศ. ส่วนประเด็นกังวลในลักษณะ แบบกยศ.เข้าใจดีครับ เราไม่ทำแบบ ล้างหนี้แน่นอน  เราเสนอรีไฟแนนแนนซ์ในโครงสร้างเพื่อพยุงเขา
239,@Ranita_2022 นี่ก็แบบเดียวกับหนี้ กยศ.อ่ะ กู้แล้วจะให้ล้างหนี้งี้ ง่ายไปป่ะ ใช้อะไรคิด??
240,@JiPaTaBook ล้างหนี้ กยศ. ให้หมดๆไปครับ ค่อยมาเริ่มต้นใหม่ดีกว่าเนอะ คนไทยต้องช่วยๆกันรักๆกันนะครับ
241,"กระเทาะเปลือก จากที่เคยไม่เห็นด้วยเรื่องล้างหนี้ กยศ. เราว่า มันก็ดีอยู่นะ
"
242,ล้างหนี้กยศ คือสิ่งที่กูไม่เห็นด้วยสุด
243,เรื่องกยศ.เงียบไปพักใหญ่ บีบีซีทำสกุ๊ปออกมา คอมเมนท์แม่งสุดโต่งจริง ๆ  เอาจริง ๆ campaign กยศ.มันน่าสนใจนะ แต่มองว่ามันสุดทางไปหน่อย ถ้าเริ่มจากปรับลดโครงสร้างหนี้ลงเรื่อย ๆ จะดีกว่า แต่ก็ด้วยสื่อด้วยแหละ คนไม่ได้มองเนื้อหา เพราะสื่อและกยศ.ตีไปแค่ล้างหนี้อย่างเดียว
244,"ชวนอ่านครับ

#ล้างหนี้กยศ : คนกู้เรียนเผยประสบการณ์ใช้หนี้ 20 ปี กับข้อเสนอเรียนฟรี มีค่าครองชีพ และล้างหนี้ กยศ.

"
245,"#กยศ #ล้างหนี้กยศ #กยศออนไลน์ ประเด็นเรื่องล้างหนี้ กยศ สัมภาษณ์ทั้งคนที่ศึกษานโยบาย คนใช้หนี้ คนที่ไม่ใช้หนี้ว่ามีความคิดเห็นยังไง เรื่องนึงที่น่าสนใจคือ mindset คนไทยที่มองว่าการศึกษาไม่ใช่สิทธิแต่การศึกษาคือการลงทุน ลงทุนด้วยตัวเองไม่ใช่รัฐลงทุนให้

"
246,"ถ้าจะให้คนอื่นมาล้างหนี้กยศ
ต้องเอาข้อมูลนี้ใส่ เครดิตบูโรด้วย
ว่า ติดหนี้กยศ แต่รัฐล้างหนี้ให้"
247,@JiPaTaBook ตั้งแต่ได้อ่านประเด็นล้างหนี้ กยศ. คนไทยอ่ะไม่เหมาะกับรัฐสวัสดิการหรอก อยู่กับการสงเคราะห์กับบัตรคนจนอ่ะดีแล้ว
248,"นรกที่ตก เพราะ ก้าวลงไปเองน่ะหรือคะ
ติดบูโรล้างได้ค่ะ เครดิตบูโรไม่ได้ติดกันตลอดชาติ
แค่""ใช้หนี้""ค่ะ หลุดบัญชีดำแน่นอน

อย่าสอนให้คนไม่มีวินัยทางการเงินค่ะคุณกรณ์ อย่าหาทำ!

ไม่ว่าบูโร หรือ กยศ.
เป็นหนี้ ก็ต้องใช้ค่ะ "
249,"-ล้างหนี้ กยศ จบไปก่อน
-เรียนฟรี จบไปก่อน
-ตอนนี้แค่ให้ กยศ มีนโยบาย""แปลงเบี้ยปรับ""ให้เป็น""เงินต้นกับดอกเบี้ย""ก่อน.
-ลูกหนี้รายใดก็ตามที่ชำระเงิน
-เงินต้น=เงินที่กู้มา
-ดอกเบี้ย 1% ก็คำนวณไป
-ส่วนเบี้ยปรับเกือบ 20% ""ไม่ใช่เงินกู้""ต้องยกเลิก #กยศ #ล้างหนี้กยศ #ยกเลิกเบี้ยปรับกยศ"
250,เห็นอีพวกติวเต้อดังๆหลายตัวอ้าปากด่าเรื่องล้างหนี้กยศแล้วจะแหมมมม พวกอาศัยช่องโหว่การศึกษาหาแดกกับความหวังกับความฝันเด็กกล้าพูดด้วยเหรอ หลายตัวสอนจนรวยไม่คิดจะผลักดันแก้ไขระบบการศึกษาด้วยซ้ำ 
